gender,readfk,mathfk,readsk,mathsk,readff,mathff,readsf,mathsf
0,31.3,21.83,45.87,32.11,52.1,37.89,75.84,54.5
1,38.49,25.66,40.26,22.22,43.63,28.66,59.2,31.22
0,36.72,28.62,44.49,44.33,49.85,47.61,88.46,76.85
1,34.72,22.89,42.52,46.15,36.48,44.31,53.51,65.49
1,31.63,20.17,37.67,25.18,41.97,30.94,64.38,48.71
1,30.12,20.84,45.78,39.43,42.38,37.52,54.51,62.94
0,32.89,24.66,37.55,30.51,45.62,29.64,86.21,48.83
1,39.31,20.78,33.73,23.54,49.94,32.23,64.95,90.88
1,34.43,27.47,41.69,50.98,49.59,47.99,57.87,80.95
1,24.24,15.41,31.53,22.43,29.33,19.86,42.38,29.98
0,37.11,23.86,38.9,29.22,52.14,47.55,53.38,43.25
1,43.26,28.67,58.01,32.61,75.39,44.21,94.11,61.32
1,27.92,21.96,49.6,36.37,53.03,35.8,45.59,56.38
0,34.32,18.73,41.54,25.83,46.43,30.78,60.53,47.3
0,43.19,36.16,54.14,52.29,62.9,76.55,106.26,105.28
0,31.44,25.78,35.06,31.21,46.39,45.49,76.44,59.69
1,32.08,16.05,35.27,27.29,36.92,41.25,74.86,61.22
1,27.53,21.62,35.52,31.11,41.23,38.65,91.48,64.97
0,31.96,24.64,33.08,27.35,40.64,35.04,66.31,51.49
1,31.84,21.12,39.43,31.77,51.33,50.83,88.27,55.01
0,43.87,29.62,46.66,49.6,47.04,49.61,90.78,78.49
1,25.14,25.7,27.97,30.53,41.3,46.33,99.45,70.18
1,40.15,43.3,42.11,53.41,46.87,58.65,81.73,76.73
0,30.14,21.92,37.46,44.86,44.14,45.8,82.25,55.29
0,38.53,33.85,44.25,46.31,51.99,44.6,78.39,58.95
1,23.78,19.71,33.03,33.4,40.76,40.54,65.14,42.56
0,30.1,24.43,44.94,31.71,57.45,43.81,111.28,62.93
0,47.79,38.4,52.1,44.99,77.53,58.65,135.81,78.16
0,31.73,28.7,44.34,42.29,48.05,54.15,78.86,62.69
1,29.7,15.23,39.52,26.86,43.54,35.43,68.52,64.34
1,29.69,22.45,35.91,31.3,40.79,44.18,78.07,76.45
0,35.34,27.93,46.16,45,56.93,53.84,82.98,81.07
0,38.64,32.42,51.7,60.24,69.75,76.55,109.82,86.75
1,26.79,19.72,33.4,27.69,36.37,25.35,38.48,37.41
1,27.06,19.3,38.83,28.73,44.25,34.93,57.53,60.66
0,42.44,32.18,66.39,60.76,85.9,90.35,142.95,80.81
1,26.57,25.65,42.86,44.74,42.27,40.59,69.45,69.41
0,25.1,19.41,46.02,39.88,49.15,54.83,99.13,64.98
1,27.12,17.82,40.87,26.55,49.89,36.85,76.54,52.13
0,27.9,21.25,43.84,32.45,49.72,41.23,66.35,59.36
0,32.07,14.36,35.31,21.55,34.8,34.17,66.31,47.8
1,30.76,19.84,44.63,49.5,45.42,48.65,82.27,63.49
0,43.02,34.22,52.17,44.8,55.89,43.46,66.21,75.56
1,32.34,20,41.96,31.88,42.54,32.5,77.82,52.09
1,27.24,15.62,35.5,28.85,36.09,41.03,44.12,51.24
1,29.58,19.33,43.06,21.49,44.74,26.72,53.94,47.87
1,26.18,17.17,41.02,28.1,49.93,48.81,85.59,56.15
0,25.81,24.26,47.95,43.02,47.48,41.72,73.08,56.87
1,27.8,14.95,41.09,26.52,44.61,23.27,49.81,27.96
0,32.72,19.33,43.71,27.66,46.12,29.89,65.72,40.07
1,33.99,22.32,49.29,38.65,56.18,50.2,66.38,61.6
0,25.05,16.18,42.66,23.16,46.16,22.57,39.24,26.08
0,26.14,25.11,36.01,25.02,44.01,32.93,58.34,50.53
0,46.13,30.16,56.19,32.58,66.67,40.1,90.9,65.1
1,34.6,29.51,54.48,44.1,55.84,43.99,67.25,49.9
0,29.5,19.26,43.84,31.65,48.5,37.44,96.39,47.93
1,25.32,19.54,38.6,35.19,43.92,31.28,66.37,43.21
0,44.29,30.03,50.84,36.83,68.36,43.18,88.11,56
1,29.51,20.16,43.98,26.83,51.37,29.67,75.91,56.78
0,41.29,26.05,51.24,45.84,49.14,37.01,102.27,84.36
0,22.68,12.8,34.31,26.65,42.23,31.32,61.59,42.45
0,35.35,27.99,38.45,44.09,50.3,45.11,91.54,59.25
1,27.32,14.54,24.1,11.9,29.64,15.59,35.67,14.97
1,35.7,19.36,46.06,27.39,52.25,23.85,88.63,44.14
1,27.71,17.8,35.57,25.67,60.38,37.54,59.15,56.96
1,31.92,24.17,44.16,29.63,45.42,29.22,58.74,41.64
1,24.2,14.13,24.01,12.07,26.97,15.59,25.72,13.88
1,32.75,23.55,49.86,44.26,43.36,40.12,75.09,56.87
0,35.97,19.34,38.33,33.17,48.9,35.77,75.47,56.34
1,37.73,28.3,43.21,47.74,43.54,69.73,66.46,91.55
1,32.85,18.78,38.95,31.15,54.94,43.65,87.75,60.2
1,22.53,11.08,22.98,11.62,29.16,14.82,34.48,13.48
1,35.86,22.4,35.74,27.23,40.1,28.11,70.76,58.65
1,26.43,13.66,26.69,11.63,37.08,17.8,32.54,20.66
1,27.05,13.93,34.59,15.28,37.16,15.99,36.06,20.48
1,23.93,18.88,26.17,20.31,38.97,40.51,76.9,70.09
1,26.86,18.81,30.27,22.05,36.67,16.85,41.57,31.03
1,25.46,15.17,24.28,17.3,27.53,19.81,38.88,27.63
1,27.37,18.57,33.11,23.74,43.51,28.46,65.51,63.43
0,27.89,22.38,40.59,28.14,51.4,40.4,89.7,67.36
0,28.96,24.01,47.5,38.01,50.08,55.84,88.38,61.04
0,29.09,16.4,34.63,23.97,43.85,26.62,54.07,42.28
0,27.53,20.12,34.89,23.93,45.25,39.51,84.18,55.66
1,29.41,22.46,32.77,37.05,35.21,44.59,60.37,55.36
0,32.44,20.92,36.34,19.47,46.91,27.47,47.7,34.37
0,45.96,52.78,62.5,55.04,88.05,64.76,135.66,86.5
0,28,26.15,38.65,31.61,42.63,39.21,52.04,42.02
0,27.26,23.61,37.86,34.13,43.97,41.53,84.43,53.63
0,30.9,21.88,49.18,33.09,48.87,40.96,67.43,68.14
0,36.2,31.74,41.83,47.66,50.73,53.87,74.49,67.68
1,22.76,19.86,23.51,12.02,27.12,17.31,31.26,18.81
1,39.85,24.22,38.36,31.01,41.57,28.36,62.97,53.61
1,24.56,12.89,32.04,26.14,46.91,38.63,66.71,53.47
1,22.51,15.74,25.6,17.51,29.61,18.28,38.48,22.05
0,26.93,23.26,39.86,30.66,40.86,41.05,63.42,47.85
0,26.15,19.17,30.64,25.34,39.49,34.42,61.72,31.7
1,33.28,22.1,39.34,30.8,50.9,38,85.23,71.55
1,30.71,29.53,49.5,49.4,52.75,52.73,67.1,73.03
1,34.23,34.08,54.29,45.87,61.46,48.85,72.51,80.82
1,30.07,24.85,47.03,29.93,66.24,41.08,96.31,54.85
1,37.81,26.52,44.3,29.69,46.11,39.52,58.87,45.79
0,45.86,32.98,65.04,54.13,75.61,48.41,125.94,70.02
0,29.58,15.33,40.79,24.36,44.21,33.17,50.8,40.68
1,25.86,14.03,30.72,18.32,37.66,29.11,43.5,34.16
0,26.95,18.42,45.13,27.63,39.89,28.33,65.26,42.93
1,35.46,39.9,48.35,35.27,52.28,51.03,66.14,64.93
1,43.36,38.06,57.31,41.57,73.45,44.6,118.2,68.79
1,28.63,19.77,37.25,26.41,35.28,27.47,47.88,35.62
1,25.54,17.25,34.18,28.95,33.21,32.7,63.62,55.87
0,30.81,21.1,39.36,32.37,42.33,37.94,74.07,41.35
1,26.69,18.27,42.37,31.32,42.89,30.91,72.5,68.11
0,28.78,21.37,42.92,22.07,40.62,37.26,69.22,50.63
1,28.56,12.57,32.25,25.14,39.6,32.92,71.02,64.31
1,35.32,24.81,49.75,44.06,51.68,44.34,67.94,55.63
1,30.53,26.74,48.7,35.42,44.09,41.35,86.11,64.03
1,28.24,14.35,36.65,20.56,41.41,37.01,50.86,42.03
1,39.32,17.66,43.07,29.07,58.22,34.03,91.72,43.83
0,43.19,32.63,58.06,49.11,65.79,58.85,88.35,64.88
1,28.97,19.78,44.67,47.37,45.24,47.62,42.14,56.01
0,36.42,25.12,45.84,37.81,48.58,44.61,84.22,63.58
0,36.84,23.87,42.36,35.3,53.65,46.63,75.47,44.97
0,25.24,18.51,31.59,24.75,40.15,27.79,56.78,62.5
1,24.97,14.9,30.65,28.81,30.99,36.01,55.52,52.35
0,28.03,17.36,34.55,26.84,41.97,38.82,66.26,56.94
1,28.14,19.13,34.85,33.91,37.42,32.41,56.59,44.2
1,30.91,15.3,43.73,27.2,47.3,33.31,76.87,62.4
0,24.19,16.19,29.32,24.5,33.47,39.39,74.79,56.04
1,35.46,28.52,41.77,47.13,48.18,50.05,89.97,81.35
1,29.14,12.39,27.42,21.44,39.1,27.17,49.87,39.49
1,77.6,42.97,86.39,47.12,106.22,65.48,129.54,70.39
0,28.21,23.41,34.71,28.05,40.31,25.35,67.66,30.92
1,26.17,16.42,30.06,29.64,38.22,36.91,49.85,51.31
1,29.28,18.43,34.37,24.54,36.07,36.05,48.89,52.88
0,31.48,18.75,31.56,24.98,33.44,37.18,55.2,35.37
0,27.19,24.03,37.06,26.03,42.75,38.03,86.8,53.12
1,32.05,29.53,40.01,44.3,46.83,44.2,56.68,55.33
0,33.59,24.03,46.79,38.39,51.64,38.84,103.82,37.67
1,34.76,24.13,37.43,32.26,38.99,41.02,68.45,63.07
0,39.25,32.74,50.06,40.32,64.01,47.07,110.31,69.03
1,37.89,29.1,51.32,36.14,64.78,41.74,81.49,49.22
0,39,23.49,44.29,32.86,49.34,36.33,63.88,39.37
0,31.56,35.65,46.25,42.25,55.39,36.75,73.77,63.57
0,26.9,22.59,36.15,27.78,43.92,34.42,66.1,43.24
1,46.62,30.87,49.73,44.4,62.77,49.2,129.82,63.89
1,25.28,21.28,42.63,38.39,44.88,30.6,47.23,55.27
1,46.02,41.32,87.51,49.81,104.84,68.3,127.11,90.07
1,29.3,15.71,28.61,24.77,28.05,27.65,42.47,45.01
0,23.86,15.41,31.95,19.12,31.99,18,37.16,22.38
0,23.9,12.7,30.48,14.7,29.33,15.43,42.18,24.39
1,46.47,33.15,59.05,48.03,65.32,67.23,71.61,81.99
1,60.07,49.5,101.06,66.5,116.35,58.16,135.18,104.32
0,50.99,51.99,63.33,49.31,74.29,64.91,104.41,94.28
0,77.58,44.95,87.66,66.5,101,77.7,129.1,77.09
1,40.64,43.62,54.96,64.68,42.69,55.35,59.1,91.84
1,41.93,32.88,48.12,56.89,48.86,54.01,63.65,72.35
1,50.15,40.67,49.98,49.77,59.56,55.11,72.86,70.3
1,42.85,20.53,52.7,27.8,60.17,26.14,55.18,35.85
1,34,30.24,40.07,39.15,41.84,33.51,64.59,49.82
1,38.92,49.44,55.85,78.49,66.11,75.08,103.62,98.51
1,54.06,39.76,58.47,55.77,83.57,54.47,89.37,94.75
1,32.29,27.64,45.35,45.96,48.76,49.65,55.71,96.18
1,39.88,33.46,56.95,39.57,56.9,46.98,106.39,60.99
0,102.2,53.24,119.13,57.49,121.07,63.49,128.12,88.82
1,50.82,36.01,105.06,57.89,106.5,79.65,166.51,101.02
1,34.02,23.41,45.61,36.73,42.14,38.84,51.48,41.51
1,44.02,35.62,48.11,40.56,45.49,52.9,52.97,81.66
0,42.84,33.18,48.67,45.98,56.93,48.44,64.57,50.35
0,49.85,30.97,56.63,44.56,57.56,48.14,101.51,61.83
0,42.55,31.15,57.74,43.05,52.59,44.47,65.7,56.78
1,51.01,32.69,52.12,34.74,65.29,40.71,113.24,66.67
1,47.25,33.03,49.36,55.48,50.9,40.65,60.5,60.23
0,63.6,58.09,100.28,80.1,138.68,86.66,119.41,97.32
1,87.29,50.96,108.95,62.08,123.29,68.05,143.84,107.69
1,37.24,18.72,44.27,39.58,56.54,52.34,78.43,55.35
0,33.2,27.35,44.75,33.38,51.64,46.42,86.74,83.6
0,38.77,26.72,43.42,28.57,47.07,52.65,67.08,43.9
1,37.37,35.42,42.31,43.91,46.37,56.21,75.65,81.75
1,41.47,34.76,58.65,45.99,86.36,46.31,109.16,64.97
0,39.68,22.8,45.13,44.58,46.98,48.49,83.06,62.69
0,40.69,32.37,41.88,40.45,45.25,41.49,74.11,67.37
0,37.89,28.13,48.2,33.9,51.81,31.23,102.79,62.17
1,34.6,27.98,38.41,37.49,47.08,44.56,79.24,56.56
1,27.76,15.97,43.67,28.08,44.35,28.02,74.94,51.48
1,35,24.25,44.17,42.54,48.93,39.74,65.28,58.65
0,41.21,30.21,50.35,36.47,59.38,49,101.95,61.05
0,43.64,25.18,50.21,34.38,46.32,32.07,85.12,38.87
0,31.77,20.35,47.84,39.18,41.78,45.76,50.13,53.31
0,33.67,20.52,45.83,39.1,67.25,48.34,88.53,64.82
0,44.25,27.34,99.62,45.63,127.29,50.53,129.21,63.37
0,30.54,29.86,28.34,34.96,36.07,33.02,75.43,49.67
0,37.07,26.75,70.58,26.21,82.96,42.83,90.66,64.03
1,25.12,15.52,27.89,21.49,26.31,31.67,32.91,27.39
1,24.15,18.64,36.66,23.62,36.72,26.43,81.69,37.71
0,36.65,25.8,37.55,27.33,43.26,34.75,85.24,65.77
1,27.35,20.55,44.75,25.91,38.02,34.33,55.15,56.09
1,104.51,56.92,114.43,69.33,146.6,82.46,149.36,80.63
0,32.29,25.07,33.39,34.74,32.61,35.47,41.36,41.67
0,27.83,21.01,38.54,20.41,40.51,20.89,35.8,27.78
0,26.09,19.07,46,31.48,42.14,33.03,64.03,49.23
0,26.27,26.37,29.21,39.05,31.86,41.09,42.98,47.25
0,27.39,18.55,49.53,41.15,36.72,41.38,40.96,52.54
1,26.18,12.93,35.47,16.17,34.52,20.84,38.05,28.13
1,34.34,25.07,40.04,41.16,43.26,36.28,74.45,70.35
1,29.64,29.35,42.25,46.27,49.1,60.72,90.48,91.62
0,44.6,32.47,51.17,36,71.5,42.78,86.49,58.1
0,31.65,26.32,44.51,41.88,41.69,45.84,76.68,62.47
1,31.77,20.31,42.16,27.17,46.34,30.15,84.62,50.1
0,72.39,48.96,92.76,75.66,106.02,92.56,137.38,103.39
1,41.69,32.83,51.36,75.73,55.14,51.96,89.26,73.8
0,29.89,26.4,38.93,42.26,43.13,47.6,67.24,75.61
1,36.14,21.1,41.53,26.55,51,33.93,72.26,40.21
0,29.41,19.74,39.14,35.62,42.04,39.98,75.75,48.72
0,39.95,34.29,54.86,43.59,58.95,51.11,90.25,70.29
0,33.11,24.1,46.25,31.49,48.26,43.87,88.52,60.66
1,45.14,42.76,74.42,65.09,87.9,54.38,129.5,78.97
1,45.21,43.91,57.21,57.13,91.26,55.35,120.85,72.02
1,32.33,15.52,45.05,29.55,50.95,26.53,55.47,39.29
1,37.48,28.25,45.47,39.08,49.95,41.72,76.57,66.04
1,31.26,18.53,31.92,22.61,33.44,24.51,45.53,42.07
0,27.58,14.75,35.29,22.29,42.25,26.51,44.31,40.78
0,25.35,18.67,31.58,23.24,44.36,29.57,64.67,43.1
1,41.23,40.7,50.81,54.9,64.08,77.82,119.79,79.49
1,58.02,27.17,87.6,33.24,105.23,52.89,97.68,103.93
1,50.25,40.3,86.8,54.46,89.22,67.25,99.45,78.51
0,31.95,25.05,45.37,42.41,47.03,44.3,65.87,46.3
1,27.32,20.59,30.93,28.39,39.77,38.16,58.8,58.34
0,37.15,28.62,44.83,38.78,48.26,39.29,66.86,63.64
1,25.89,13.59,36.33,22.44,40.01,22.57,40.06,25.97
0,31.62,24.01,47.27,36.2,49.63,44.55,89.27,63.14
0,34.04,31.11,40.13,36.22,48.89,32.88,75.19,48.43
1,33.96,18.46,37.47,29.81,43.41,33.88,51.9,58.14
0,51.44,40.14,55.92,43.06,52.39,55.95,88.64,65.71
0,28.57,20.47,33.45,23.98,41.27,26.14,52.44,39.19
1,22.93,16.14,28.23,24.09,32.7,23.74,44.06,57.2
0,32,17.95,40.18,29.93,48.11,37.39,61.51,66.06
0,30.15,19.51,33.23,20.69,37.99,34.74,66.56,57.97
1,22.39,11.03,24.3,27.05,29.74,33.1,57,58.29
1,24.64,14.31,32.02,14.42,34.89,23.72,45.01,32.54
1,25.75,13.01,33.32,18.95,37.02,17.49,32.44,25.65
0,25.82,13.27,28.99,19.08,27.85,17.76,45.63,25.06
0,23.08,15.74,34.57,21.04,42.29,17.69,33.9,26.79
1,25.05,22.7,40.8,39.08,47.33,44.42,69.76,49.19
0,31.41,25.42,38.15,27.4,47.22,38.68,61.13,57.16
1,27.43,19.15,36.67,24.65,46.41,43.57,68.61,63.89
1,25.81,22.23,35.67,40.63,40.52,39.31,58.17,49.66
0,30.95,28.8,42.45,46.3,58.26,64.66,107.57,99.17
1,31.4,23.99,31.71,28.73,46.39,45.07,60.75,67.05
0,34.71,27.3,39.63,47.39,49.17,47.53,104.03,89.87
1,36.08,25.63,41.37,25.7,50.58,32.69,86.7,54.53
0,34.96,31.86,46.78,44.34,52.81,50.39,87.61,73.86
1,35.51,21.11,41.97,29.74,46,24.48,57.91,34.98
0,26.01,15.01,35.78,20.14,32.54,20.86,43.58,33.84
1,26.13,12.08,33.8,23.23,38.99,23,49.7,32.54
0,35.15,32.76,35.31,39.73,43.45,56.39,88.71,75.73
0,32.68,18.92,45.45,28.86,56.91,30.45,88.66,61.58
1,25.19,14.35,25.39,19.37,27.53,25.89,31.1,30.28
0,26.49,21.57,33.52,31.37,34.64,29.56,46.74,39.68
1,33.16,27.55,32.62,21.21,37.79,51.15,51.73,69.1
0,23.51,16,31.12,29.77,28.45,22.37,45.3,35.41
0,27.15,12.43,25.18,12.47,29.61,17.31,31.11,23.97
1,29.38,12.43,26.02,22.99,37.29,26.62,43.82,33.44
0,26.48,20.47,30.79,26.73,42.25,34.11,41.53,42.76
0,31.55,20.58,34.23,31.8,40.36,36.22,69.35,54
1,22.37,11.22,25.42,13.21,28.07,11.87,28.68,22.02
0,27.41,18.94,32.89,34.26,46.03,33.71,63.75,49.22
1,27.79,11.46,39.19,23.83,36.15,16.68,46.52,43.33
0,45.01,29.17,61.15,42.18,65.3,50.73,108.78,71.97
1,42.19,34.74,51.77,49.95,66.45,53.97,105.79,76.14
1,40.36,47.26,91.06,52.58,103.36,60.97,150.6,95.06
0,34.47,25.76,49.25,30.3,57.3,41.64,104.64,90.76
1,58.19,93.23,110.92,75.54,106.1,104.41,154.94,123.49
0,32.56,22.43,38.54,27.48,43.53,36.05,67.39,49.51
0,43.99,35.76,59.29,49.76,66.48,55.51,140.82,74.28
0,39.35,24.41,65.23,39.34,63.11,51.68,119.54,78.9
1,40.81,28.51,45.63,39.97,49.75,46.07,76.45,63.21
1,31.33,21.79,47.58,28.38,47.83,35.04,74.29,54.57
1,46.01,40.94,52.08,56.85,66.39,59.69,104.67,98.33
0,46.94,32.1,58.67,56.42,66.07,64.55,114.3,65.45
0,48.09,28.18,55.52,48.13,62.08,45.48,89.23,60.2
1,37.17,27.59,43.23,44.08,50.67,48.27,89.41,68.57
0,48.72,47.15,64.16,51.61,88.74,72.45,128.55,105.64
0,32.77,27.68,44.65,30.3,53.72,41.52,79.05,55.8
1,40.81,41.97,49.31,53.69,66.51,62.32,99.12,94.28
1,32.92,24.44,57.92,30.32,59.17,29.27,99.84,54.88
1,38.45,18.78,47.75,31.63,58.08,40.99,104.77,65.81
0,44.68,35.73,55.35,40.4,62.8,51.02,107.61,102.67
0,46.1,28.48,46.77,36.18,51.44,40.01,87.82,72.41
0,53.35,32.84,91.37,38.56,90.75,43.46,135.9,71.23
0,34.88,25.19,41.36,36.29,40.59,42.15,72.35,56.22
0,46.79,40.46,56.24,48.44,49.91,56.91,89.08,68.94
0,28.05,29.92,42.16,46.31,36.44,47.75,75.56,90.01
1,38.07,32.36,46.26,53.34,52.35,47.63,84.59,71.9
1,32.03,30.08,47.39,50.39,49.12,49.65,75.93,89.46
1,45.62,37.57,51.78,46.09,52.91,56.02,97.89,70.48
1,36.16,31.81,51.35,41.04,46.03,54.15,77.09,81.5
1,34.55,42.09,35.13,46.2,37.21,49.62,89.14,77.26
0,46.55,35.81,51.64,40.44,52.49,43.59,102.51,72.77
0,33.26,24.62,41.56,27.07,42.07,37.36,67.91,46.43
1,33.06,26.2,42.16,29.52,45.67,45.12,78.39,81.02
0,44.09,26.17,43.92,34.23,51.28,40.45,66.04,60.55
1,38.96,54.37,50.73,72.91,52.51,72.51,89.98,92.88
0,42.4,41.07,54.71,46.81,65.31,54.45,103.83,80.77
1,49.54,52.18,49.5,55.22,51.14,64.76,117.98,110.32
0,40.44,30.58,51.25,34.57,56.1,46.98,88.28,85.69
0,33.69,20.99,37.49,22.39,44.29,28.36,67.6,45.42
1,48.82,44.87,55.31,55.19,67.77,62.85,122.29,68.58
0,44.42,26.84,47.99,40.09,51.55,44.14,92.23,83.14
1,34.41,23.13,39.5,34.73,51.01,45.07,89.61,54.37
0,41.88,28.39,51.89,41.69,52.53,40.8,86.43,55.5
1,27,23.68,42.32,43.77,46.78,45.62,71.17,82.48
1,30.01,24.37,38.38,27.9,46.02,30.31,65.1,47.51
0,32.65,12.08,43.64,22.28,38.94,28.95,38.68,38.32
0,25.51,23.39,32.59,25.62,38.99,34.73,76.56,54.22
1,26.87,17.35,35.91,31.67,48.31,36.67,88.99,53.32
1,27.48,13.3,29.95,16.69,41.17,18.55,35.44,23.13
1,32.8,21.57,35.51,34.69,47.96,39.16,105.1,78.77
1,26.25,14.33,35.06,25.88,45.06,25.45,57.86,43.38
1,25.68,12.72,27.42,18.73,29.81,20.88,42.6,31.14
0,48.63,27.64,86.18,43.52,100.42,50.42,127.9,75.38
1,27.22,21.95,31.79,31.81,36.76,40.42,53.95,63.08
1,35.21,24.81,38.54,36.69,41.37,39.97,74.19,61.5
1,31.96,24.23,35.94,29.69,38.72,44.15,59.63,50.81
1,25.84,16.16,29.39,20.42,30.29,29.14,48.19,46.16
0,28.79,21.43,34.41,29.17,48.97,27.24,56.44,61.14
0,40.45,27.17,59.29,42.48,51.72,38.2,62.68,60.93
0,28.08,26.12,36.13,41.49,41.69,47.32,72.23,61.79
1,40.35,32.22,44.89,51.59,51,43.78,63.1,62.92
1,31.46,21.74,39.54,29,49.72,37.67,75.1,50.01
1,35.42,37.48,30.49,27.1,37.31,46.33,59.06,74.95
0,36.49,30.7,45.56,35.46,50.55,34.61,81.36,56.77
1,32.96,24.51,36.88,29.08,42.71,33.03,66.51,49.61
0,30.37,16.98,38.44,23.35,41.17,26.53,51.08,30.07
1,33.7,22.79,32.92,26.86,44.82,27.77,62.62,49.1
0,32.65,24.69,39.15,30.16,40.83,41.99,60.46,45.08
1,23.05,17.56,28.08,23.99,35.26,30.3,51.94,42.56
0,31.88,16.13,40.16,34.09,49.5,33.02,65.98,48.58
1,34.72,28.33,54.56,33.94,63.63,41.8,102.14,58.75
1,28.44,26.6,40.33,29.53,61.6,66.28,103.12,54.69
0,23.64,18.76,31.62,26.01,34.07,32.89,46.64,31.17
0,42.82,30.44,52.03,41.81,67.31,46.67,107.04,76.06
0,39.71,20.16,41.55,27.4,39.73,34.82,64.64,32.95
1,35.66,26.14,41.81,37.13,52.35,55.35,79.18,48.07
0,37.21,28.62,47.15,42.34,53.48,48.71,64.14,68.44
0,33.67,26.21,46.88,37.69,50.68,40.48,87.51,56.07
0,40.52,23.29,50.24,35.37,60.6,38.62,77.1,52.82
0,71.23,37.45,87.85,43.28,105.23,45.75,110.9,83.83
0,26.86,15.46,38.71,21.28,41.36,18.73,43.51,26.51
1,27.43,20.31,39.95,31.12,43.58,59.45,67.8,62.19
1,23.69,19.56,30.4,35.47,36.73,37.25,68.61,55.52
1,32.78,33.1,48.29,33.71,57.9,47.57,89.23,61.9
0,39.05,32.77,44.36,50.37,49.39,47.54,76.24,71.49
0,40.71,37.2,47.87,51.35,50.7,50.53,75.74,72.74
1,35.74,25.56,49.93,37.8,55.68,41.28,88.84,77.22
1,27.76,20.94,39.34,28.46,47.97,45.4,53.05,46.88
1,39.3,34.82,39.86,40.95,47.21,43.56,62.87,54.23
1,54.24,38.11,63.71,41.8,88.74,57.89,103.65,96.57
1,58.32,40.68,71.23,49.6,87.65,60.16,135.44,78.92
1,30.08,23.65,36.46,29.35,42.48,41.78,58.11,71.98
0,58.36,52.51,116.65,74.67,104.01,72.36,109.98,100.89
1,27.32,16.4,47.37,26.9,43.98,40.1,51.81,47.8
0,25.65,16.42,46.9,35.87,48.26,53.15,64.75,77.21
1,27.1,19.68,44.38,28.15,41.69,39.66,67.38,61.74
0,28.16,18.89,39.81,25.25,45.11,32.63,74.84,62.29
1,26.36,18.64,32.96,24.45,40.11,32.56,66.54,54.85
1,28.75,23.39,36.09,26.54,38.78,30.48,59.4,41.13
1,80.18,69.82,90.6,90.63,105.08,95.82,120.29,106.58
1,25.14,11.88,26.73,12.96,30.77,15.85,32.85,28.74
0,25.23,16.95,29.17,29.44,36.11,38.61,51.42,50.88
1,22.48,16.07,28.57,16.36,29.59,16.82,64.28,45.56
1,28.41,24.05,35.44,27.44,45.11,36.3,60.63,52.04
0,24.91,17.69,29.69,25.11,35.92,40.1,63.42,51.98
0,25.42,15.87,26.6,17.61,29.81,25.3,41.84,29.16
1,31.59,25.43,39.66,34.71,37.84,30.79,62.85,49.18
1,33.05,32.53,41.69,44.62,50.07,38.93,60.63,70.04
0,27.83,19.69,35.18,25.16,44.8,33.4,62.03,65.44
0,28.54,21.1,35.2,31.82,34.2,40.31,78.59,72.34
1,25.35,14.63,27.7,19.26,31.07,26.72,48.97,45.85
1,23.95,23.37,38.7,32.52,45,43.21,61.65,58.95
1,25.28,16.93,26.3,25,29.3,27.37,53.5,56.4
1,25.49,13.29,34.02,20.89,34.91,20.2,55.39,35.99
0,33.62,17.54,37.25,29.31,48.3,40.93,70.78,54.01
1,38.82,41.86,42.25,56.08,43.98,65.02,65.47,84.61
0,28.54,28.64,42.12,42.71,52.57,34.77,94.81,64.35
0,26.96,27.98,27.73,27.25,39.11,37.19,42.9,56.05
1,36.71,34.03,50.28,57.92,49.22,59.99,70.22,75.31
0,46.56,40.75,52.38,53.41,68.08,65.79,106.91,85.02
1,31.67,24.72,47.19,31.64,50.89,30.31,87.39,46.14
1,35.69,24.22,40.42,39.84,51.82,47.54,72.49,64.3
0,30.3,18.95,38.05,26.17,40.16,32.38,61.33,46.68
0,31.29,21.7,36.91,21.93,56.47,37.44,69.95,38.13
0,25.85,12.27,32.43,21.63,37.7,30.69,66,42.12
1,25.22,23.39,49.11,40.91,69.27,41.25,89.87,57.43
0,23.92,15.61,34.18,26.66,33.75,24.92,42.93,40.73
1,32.78,22.04,40.79,36.77,44.52,48.46,72.2,62.89
1,25.47,15.88,33,25.44,37.31,37.94,75.34,61.53
1,26.09,24.69,39.88,32.82,41.9,54.83,64.51,69.86
1,31.98,22.37,45.07,27.29,42.13,33.93,47.12,46.34
1,29.23,20.89,33.02,26.75,37.56,41.36,62.35,47.5
0,24.34,16.38,32.92,24.65,36.78,45.4,68.41,62.88
0,35.84,21.55,41.42,24.75,47.07,38,66.54,54.01
0,36.63,23.2,47.31,45.16,66.45,46.54,90.11,71.37
1,22.56,14.81,26.57,18.8,27.53,26.6,58.72,54.03
1,38.96,31.33,51.13,50.42,50.33,56.99,75.8,75.03
1,32.29,19.57,35.6,31.78,42.94,35.86,47.88,59.33
0,32.92,22.15,43.51,31.84,57.98,39.06,63.1,58.91
0,40.43,24.99,58.03,37.55,60.07,42.6,77.53,61.82
0,36.03,25.53,46.04,42.03,51.71,40.12,66.55,58.84
0,49.9,41.23,57.88,44.33,64.59,46.27,98.7,76.65
0,32.28,22.58,34.77,32.55,37.8,34.42,65.95,61.27
1,41.89,40.41,47.61,57.52,71.13,66.43,82.98,97.01
0,41.65,30.48,57.72,41.25,51.68,45.66,85.9,66.02
0,33.96,21.93,41.88,36.54,51.09,42.99,91.89,66.39
