CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,40,1263,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,-1.0786,-0.2743,-1.9702,477.26,-0.0712,1,0
USA,40,1235,2,2,3,2,3,2,3,2,2,3,3,2,4,3,2,1,4,4,1,3,2,3,3,3,0.7826,-0.2743,0.1036,578.86,0.2353,1,0
USA,40,1242,2,2,3,1,1,1,1,1,2,3,4,2,2,3,2,1,3,3,2,3,3,1,2,3,-0.5485,0.0385,-0.2055,489.09,0.1345,1,0
USA,40,1244,2,1,3,2,2,2,2,2,2,3,4,3,3,2,2,3,4,4,4,4,4,4,3,3,1.1341,1.1676,0.6832,561.94,0.9984,1,0
USA,40,1257,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,3,2,2,-0.0411,0.6034,-0.2055,399.56,0.9255,1,0
USA,40,1258,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,2,1,1,1,1,3,1,1,-1.3664,-1.0185,-0.5436,525.32,-0.8484,1,0
USA,40,1260,2,2,3,2,3,1,3,2,2,3,3,1,4,2,4,1,4,1,4,4,4,4,4,1,0.7826,2.7571,-1.9702,550.66,0.8069,1,0
USA,40,1240,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,2,4,3,2,3,3,3,2,3,0.4861,0.0385,-0.2055,481.15,-0.5594,1,0
USA,40,1266,2,3,4,1,4,1,4,1,1,4,4,4,2,4,4,2,4,2,4,4,4,4,3,4,1.1341,1.9347,0.6832,652.02,1.1597,1,0
USA,40,1246,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,510.15,0.064,0,0
USA,40,1267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,341.32,-0.9343,0,0
USA,40,1251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,282.16,-0.9655,0,0
USA,40,1234,2,2,2,2,1,1,3,2,2,2,1,3,2,2,4,1,2,1,3,3,4,4,3,2,-0.2945,1.4986,-0.9276,529.72,-0.0893,0,0
USA,40,1249,2,3,3,2,3,2,1,2,2,3,2,4,3,4,4,3,4,4,3,4,4,4,4,4,1.6056,1.9347,1.7893,603.79,0.633,0,0
USA,40,1256,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1.3664,-0.2743,-0.9276,483.7,0.028,0,0
USA,40,1259,2,2,2,1,2,2,3,2,1,2,2,2,2,2,1,1,3,1,2,3,3,2,2,2,-0.5485,-0.2743,-1.3817,509.67,-0.9713,0,0
USA,40,1255,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,3,3,3,2,3,3,3,-0.0411,0.3277,-0.2055,280.8,0.3955,0,0
USA,40,1245,1,1,1,1,1,1,2,2,1,1,1,2,3,2,3,2,2,3,2,2,2,3,2,3,-0.2945,0.0385,-0.2055,550.8,0.4173,0,0
USA,40,1250,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,533.08,0.064,0,0
USA,40,1262,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,0.2159,0.6034,0.6832,473.2,0.8333,0,0
USA,40,1237,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,2,1,2,2,2,2,2,-1.3664,-0.2743,0.1036,473.12,-0.2851,0,0
USA,40,1238,2,4,4,1,3,1,4,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,570.44,0.8692,0,0
USA,40,1239,2,1,1,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,443.29,0.4218,0,0
USA,40,1248,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,2,3,3,2,3,3,2,3,-0.5485,0.3277,0.1036,434.56,0.606,0,0
USA,40,1264,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,1,3,1,2,3,3,2,2,2,-0.5485,-0.2743,-1.9702,508.07,0.4058,0,0
USA,40,1241,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,343.65,-0.3638,0,0
USA,40,1265,1,1,1,2,1,2,1,2,2,2,1,2,3,3,3,3,3,2,2,3,3,3,3,3,0.2159,0.6034,0.1036,444.42,1.8176,0,0
USA,40,1254,1,2,2,2,3,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,549.6,0.1399,0,0
USA,41,1292,1,4,4,1,4,1,4,1,1,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,1.1341,2.7571,1.3297,427.21,-0.4492,1,0
USA,41,1270,2,1,1,2,1,2,1,2,1,1,1,3,4,2,1,1,2,2,2,1,2,1,1,2,-1.0786,-1.0185,-0.5436,386.14,0.0534,1,0
USA,41,1293,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,4,1,4,1,1,1,1,1,2,-2.5423,-2.4098,0.6832,543.99,-0.6175,1,0
USA,41,1283,2,2,3,2,2,1,2,2,2,3,4,1,2,3,1,1,2,1,2,2,3,3,2,2,-0.8077,-0.2743,-1.3817,397.34,-0.7339,1,
USA,41,1273,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,4,4,1,2,1,4,2,2,-0.0411,-1.0185,0.395,408.86,-0.1671,1,0
USA,41,1297,1,1,2,1,4,1,4,1,1,1,3,4,4,4,2,3,2,4,2,3,2,4,2,3,0.4861,-0.2743,1.7893,438.17,0.5835,1,0
USA,41,1288,2,3,2,2,3,,3,2,2,2,3,4,4,4,4,1,2,4,1,2,2,3,2,1,-0.5485,0.0385,0.9843,458.19,-0.1807,1,0
USA,41,1268,1,1,1,1,1,2,1,2,2,1,1,3,2,4,2,3,2,4,1,1,1,3,2,3,-0.8077,-1.0185,1.3297,429.04,0.5243,1,0
USA,41,1291,1,2,2,1,2,1,1,2,1,2,2,3,3,3,1,3,1,4,1,3,2,2,2,1,-1.0786,-1.0185,0.9843,366.04,0.3104,1,0
USA,41,1300,2,1,1,1,1,2,3,2,2,1,1,2,1,2,3,1,1,1,1,1,3,2,1,1,-2.5423,-0.2743,-1.3817,378.04,0.8209,1,0
USA,41,1299,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,-1.3664,-1.5227,-0.9276,373.91,-0.5225,1,0
USA,41,1287,2,2,1,2,3,1,3,2,2,1,2,3,4,2,1,1,2,3,1,2,1,4,1,1,-0.2945,-2.4098,-0.2055,646.31,-0.0051,1,0
USA,41,1276,2,1,2,2,1,2,1,2,1,2,2,3,4,2,1,2,2,3,1,2,1,2,2,1,-0.8077,-1.5227,0.1036,520.55,0.2526,1,0
USA,41,1289,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,2,2,2,2,2,-1.0786,-0.6208,-0.9276,448.82,-0.3638,1,0
USA,41,1290,2,2,3,2,3,1,3,2,2,3,4,2,2,3,2,4,2,2,3,2,2,4,3,2,-0.5485,0.3277,0.395,370.25,0.5268,1,0
USA,41,1301,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,1,2,1,1,2,2,2,3,1,-1.3664,0.0385,-1.3817,611.51,-0.3255,1,0
USA,41,1275,2,3,2,2,3,1,2,2,2,2,3,3,3,4,3,1,4,2,2,3,3,4,2,3,0.7826,0.3277,0.1036,529.29,0.2089,1,0
USA,41,1285,2,2,2,2,3,2,3,2,2,3,2,4,1,4,3,4,1,4,1,1,2,4,1,2,-1.3664,-0.6208,2.6934,435.23,0.2899,1,0
USA,41,1296,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,364.37,-0.0512,1,0
USA,41,1295,2,1,2,2,1,2,1,2,1,2,1,3,1,4,3,2,1,3,1,1,1,3,1,1,-2.0532,-1.0185,0.6832,492.35,-0.3583,1,0
USA,41,1286,1,1,1,1,1,1,1,2,2,1,1,2,3,3,2,3,4,4,1,1,1,4,1,2,-0.0411,-1.5227,0.6832,344.19,-0.8428,1,0
USA,41,1284,2,3,3,1,1,2,3,2,2,4,4,2,2,2,2,2,3,3,3,3,3,4,4,4,0.4861,0.8778,-0.2055,432.93,0.4732,1,0
USA,41,1298,2,2,2,2,2,2,2,2,2,3,2,4,,4,2,2,4,4,2,2,2,4,2,3,0.5878,-0.2743,1.3297,315.27,1.1333,0,0
USA,41,1280,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,1,2,1,3,2,2,-0.8077,-0.6208,-0.2055,432.87,0.7855,0,0
USA,41,1278,2,2,3,2,2,1,2,2,2,3,3,2,2,2,3,1,2,1,2,2,2,2,2,2,-1.0786,0.0385,-1.3817,518.65,0.1906,0,0
USA,41,1274,2,1,1,2,1,2,3,1,1,2,1,3,4,4,3,2,3,4,2,3,4,3,2,2,0.2159,0.6034,0.9843,368.5,-0.688,0,0
USA,41,1277,2,3,3,1,3,1,4,2,1,3,3,3,4,4,3,3,4,4,3,3,2,4,3,3,1.1341,0.6034,1.3297,487.31,0.0349,0,0
USA,41,1302,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,3,1,2,1,2,1,1,1,-2.0532,-1.0185,-1.3817,328.17,-1.1318,0,0
USA,41,1272,2,2,2,2,2,2,2,2,2,2,1,2,4,3,3,1,2,1,2,3,4,4,3,2,0.2159,0.8778,-0.9276,406.42,-0.5006,0,0
USA,41,1281,2,2,3,2,3,2,3,2,2,3,1,2,3,3,2,2,3,4,3,3,3,4,2,2,0.2159,0.3277,0.395,529.07,1.3443,0,0
USA,41,1294,2,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,352.95,0.1857,0,0
USA,41,1271,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,3,-0.0411,0.0385,0.1036,449.23,-0.6811,0,0
USA,41,1269,2,2,2,2,2,2,2,2,2,3,2,3,3,4,3,3,2,3,3,2,3,3,3,4,-0.0411,0.8778,0.9843,389.42,-0.4996,0,0
USA,41,1279,1,4,4,1,4,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,497.81,-1.3327,0,0
USA,41,1303,2,1,2,2,3,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,-0.8077,-0.2743,-0.2055,509.99,-0.1499,0,0
USA,41,1282,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,0.2159,0.8778,0.395,431.59,0.9034,0,0
USA,42,1328,2,3,2,2,3,2,4,1,2,2,3,2,4,3,4,1,4,2,1,4,2,3,4,4,1.6056,0.6034,-0.5436,535.41,1.2885,1,0
USA,42,1339,1,4,4,1,4,1,4,1,1,4,1,1,4,3,2,1,3,2,3,4,2,4,3,2,0.7826,0.3277,-0.9276,557.65,-0.7337,1,0
USA,42,1305,2,3,3,2,3,1,3,2,2,2,3,2,3,3,3,1,3,1,2,3,3,3,3,2,-0.0411,0.6034,-0.9276,525.32,1.0876,1,0
USA,42,1324,2,1,1,2,3,1,4,1,1,3,3,4,4,4,4,2,4,4,1,4,2,4,2,4,2.504,0.0385,1.3297,455.73,0.5803,1,0
USA,42,1306,1,4,4,2,4,1,4,2,1,4,4,2,3,3,4,1,3,2,1,3,1,4,2,3,0.4861,-0.2743,-0.5436,586.17,0.815,1,0
USA,42,1338,2,3,2,1,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,456.44,0.078,1,0
USA,42,1322,2,2,2,2,2,2,3,2,2,2,2,3,4,4,3,3,3,3,2,3,3,3,2,3,0.4861,0.3277,0.9843,557.89,0.322,1,0
USA,42,1307,2,2,1,2,1,2,2,2,1,3,2,2,2,2,2,1,3,3,3,3,2,3,3,4,0.2159,0.3277,-0.5436,417.92,-0.8484,1,0
USA,42,1320,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,424.03,1.1069,1,0
USA,42,1326,2,2,3,2,2,1,3,2,2,3,2,2,4,3,3,1,3,2,1,3,2,3,1,2,0.2159,-0.6208,-0.5436,611.83,-0.0829,1,0
USA,42,1333,2,1,1,2,1,2,2,2,1,3,2,2,1,1,2,3,2,2,2,2,3,1,2,1,-2.0532,0.0385,-0.5436,512.29,1.0245,1,0
USA,42,1312,2,2,3,2,3,2,2,2,1,3,2,1,4,3,3,1,2,3,2,3,2,4,1,3,0.4861,-0.2743,-0.5436,598.48,-0.2135,1,0
USA,42,1332,1,1,3,2,2,1,3,1,1,4,1,1,3,3,1,1,1,2,3,4,4,2,1,3,-0.2945,0.0385,-0.9276,572.98,0.1927,1,0
USA,42,1311,1,4,4,1,4,1,4,1,1,4,4,1,3,3,3,1,3,3,1,3,2,4,1,4,0.7826,-0.6208,-0.5436,707.08,0.5532,1,0
USA,42,1321,2,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,536.84,-0.2304,1,0
USA,42,1337,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,1,2,3,2,4,2,3,2,2,-0.0411,-0.2743,-0.2055,484.01,0.0146,1,0
USA,42,1315,2,2,2,1,1,2,2,2,2,1,1,4,4,3,3,3,4,4,1,2,1,4,1,4,1.1341,-1.0185,1.3297,606.66,1.2093,1,0
USA,42,1309,2,3,3,2,3,1,4,2,1,3,3,3,4,4,4,2,4,3,3,4,4,4,4,4,2.504,1.9347,0.6832,563.05,1.4996,1,0
USA,42,1310,1,4,4,2,3,1,4,1,1,4,2,1,4,2,4,1,4,2,3,3,4,1,3,4,0.4861,1.4986,-1.3817,575.92,0.2061,1,0
USA,42,1314,1,1,2,1,1,1,1,1,1,2,2,4,3,4,2,1,2,1,1,1,3,3,2,2,-0.8077,-0.2743,0.1036,388.86,0.1345,0,0
USA,42,1331,1,4,2,1,4,1,4,1,1,3,3,3,,3,2,2,2,2,1,3,1,3,1,2,-0.3772,-1.5227,0.1036,484.02,0.1128,0,0
USA,42,1329,2,3,3,1,3,2,3,2,1,4,3,2,2,3,2,2,3,4,2,3,2,4,2,3,0.2159,-0.2743,0.395,574.93,1.1597,0,1
USA,42,1304,1,3,3,1,3,1,3,1,1,3,2,2,3,2,3,1,3,2,1,3,2,3,2,1,-0.2945,-0.2743,-0.9276,545.67,-0.4152,0,0
USA,42,1336,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,3,2,2,4,2,3,2,3,0.2159,-0.2743,-0.9276,510.48,-0.347,0,0
USA,42,1319,2,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,-0.0411,0.0385,-0.2055,514.64,0.7417,0,0
USA,42,1327,1,4,4,1,4,1,4,1,1,4,4,4,2,4,4,1,1,1,1,2,3,4,2,2,-0.8077,0.3277,0.1036,602.03,0.5569,0,0
USA,42,1335,1,4,4,1,4,1,3,1,1,3,4,1,2,1,4,1,3,1,3,4,2,4,2,4,0.7826,0.6034,-3.0191,712.1,0.8661,0,0
USA,42,1334,1,1,1,2,1,1,1,1,2,1,1,3,3,3,3,1,2,3,2,2,3,4,4,2,-0.2945,0.8778,0.1036,547.27,0.3278,0,0
USA,42,1317,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,3,3,1,3,2,4,2,2,-0.0411,-0.6208,0.1036,560.02,0.9284,0,0
USA,42,1330,1,1,2,2,1,1,1,1,1,3,1,2,4,2,4,2,4,3,2,4,4,4,4,4,2.504,1.4986,-0.2055,524.1,-0.0248,0,0
USA,42,1318,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,2,3,2,1,2,3,3,1,3,-0.0411,-0.6208,0.1036,431.27,-1.0427,0,0
USA,42,1325,2,3,2,1,4,1,3,2,1,2,2,3,4,3,3,2,3,2,2,3,2,3,2,1,-0.0411,0.0385,0.1036,548.47,0.3631,0,0
USA,42,1323,1,4,4,1,4,1,3,1,1,4,4,3,3,2,2,1,3,2,1,4,2,4,1,4,1.1341,-1.0185,-0.5436,680.51,0.1811,0,0
USA,42,1316,2,3,2,2,3,2,2,2,1,3,2,2,4,1,3,3,3,4,3,2,3,4,2,3,0.4861,0.6034,0.1036,523.14,-0.5006,0,0
USA,42,1308,1,1,4,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,425.9,-0.1012,0,0
USA,42,1313,2,2,3,2,2,2,3,2,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,-0.8077,-0.2743,-0.5436,629.36,0.2617,0,0
USA,43,1342,2,1,1,2,1,1,1,2,2,1,1,2,3,2,1,1,3,3,1,4,1,3,1,2,0.2159,-2.4098,-0.5436,521.11,0.7833,1,0
USA,43,1346,1,1,1,1,1,1,1,1,2,2,1,3,4,4,2,1,2,2,1,2,2,4,2,1,-0.2945,-0.6208,0.1036,529.13,0.1399,1,0
USA,43,1347,2,1,1,2,1,2,2,2,2,3,1,2,4,2,2,1,2,2,1,2,2,3,2,2,-0.2945,-0.6208,-0.9276,631.53,0.7622,1,0
USA,43,1345,1,1,2,2,2,2,2,2,2,3,2,2,4,3,3,1,3,3,1,3,1,4,1,1,0.2159,-1.0185,-0.2055,522.54,0.5852,1,0
USA,43,1348,2,1,1,2,1,2,3,2,2,2,1,2,4,3,4,3,3,3,2,3,2,3,2,2,0.2159,0.3277,0.395,428.4,2.4273,1,0
USA,43,1344,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,2,2,3,1,1,2,3,1,3,-0.5485,-0.6208,0.395,467.02,0.1128,0,0
USA,43,1341,1,3,3,2,3,1,4,1,1,3,3,4,4,4,3,2,3,3,3,3,2,4,2,3,0.7826,0.3277,0.9843,533.72,1.8201,0,0
USA,43,1343,2,2,3,2,3,2,3,2,2,1,1,4,4,4,4,4,4,4,2,3,3,4,2,3,1.1341,0.6034,2.6934,647.96,1.6083,0,0
USA,43,1340,2,2,3,2,2,2,1,2,2,3,2,1,2,1,1,2,3,1,1,2,2,4,2,3,-0.0411,-1.0185,-1.9702,610.2,1.2885,0,0
USA,44,1371,2,2,3,2,2,2,2,2,2,3,2,4,4,4,4,2,3,2,2,2,2,3,2,3,0.2159,0.3277,0.6832,517.61,0.7605,1,0
USA,44,1354,2,2,2,2,3,2,3,2,2,2,3,2,4,4,2,4,3,4,1,4,2,4,2,3,1.1341,-0.6208,1.3297,461.53,0.9812,1,0
USA,44,1380,2,4,3,2,3,1,4,2,1,2,4,2,3,4,1,2,2,3,1,2,1,2,1,2,-0.8077,-2.4098,0.395,555.27,0.1128,1,0
USA,44,1379,2,2,3,2,3,2,4,2,2,4,4,2,4,2,3,3,4,4,,2,2,4,2,2,0.4861,0.0351,0.395,589.66,0.2684,1,0
USA,44,1370,2,3,2,1,3,2,4,1,1,4,2,2,3,3,3,1,2,2,1,2,3,4,1,3,-0.0411,-0.2743,-0.5436,671.96,0.3754,1,0
USA,44,1360,2,2,2,2,3,2,2,2,2,3,3,3,4,4,2,1,2,1,2,3,2,3,3,4,0.4861,0.0385,-0.2055,524.84,0.7707,1,0
USA,44,1378,2,3,3,1,3,1,4,1,1,3,3,3,1,4,1,2,1,4,1,4,1,4,1,1,-0.8077,-2.4098,0.9843,513,-0.0087,1,0
USA,44,1353,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,4,1,3,3,4,1,3,0.2159,-1.0185,0.395,546.77,0.0688,1,0
USA,44,1351,2,2,3,1,3,2,3,2,1,3,2,2,3,2,4,2,2,4,1,2,1,4,3,2,-0.2945,0.0385,0.1036,521.06,0.9548,0,1
USA,44,1366,2,3,3,1,3,1,4,2,1,3,3,3,2,3,2,1,3,1,1,3,1,3,1,3,-0.0411,-1.5227,-0.5436,670.3,1.054,1,0
USA,44,1352,1,3,3,1,4,1,4,1,1,4,3,1,4,3,2,1,4,3,2,4,2,3,2,3,1.1341,-0.2743,-0.5436,666.24,1.4499,1,0
USA,44,1369,2,1,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,3,-0.2945,0.0385,0.1036,394.24,0.1316,1,0
USA,44,1358,1,3,3,1,3,1,3,1,1,3,2,2,2,1,3,1,4,1,3,4,3,4,3,4,1.1341,0.8778,-1.9702,597.45,1.054,1,0
USA,44,1355,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,3,4,4,2,2,2,-0.2945,0.6034,-0.9276,530.48,0.7637,1,0
USA,44,1367,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,1,1,2,2,2,4,3,3,2,-0.8077,0.8778,-0.5436,500.69,0.2684,1,0
USA,44,1384,1,3,3,2,3,1,4,1,1,3,4,2,3,3,3,3,3,3,1,3,4,4,4,4,0.7826,0.8778,0.395,531.99,1.5528,1,0
USA,44,1375,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,2,4,4,1,4,1,4,1,3,1.6056,-0.6208,1.3297,401.71,0.0728,1,0
USA,44,1383,2,1,2,2,1,2,3,2,2,3,2,3,3,2,2,1,2,2,1,2,2,2,2,2,-0.8077,-0.6208,-0.5436,593.08,0.4289,1,0
USA,44,1362,1,1,1,1,1,1,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.2055,322.88,0.342,0,0
USA,44,1372,2,1,1,2,1,1,1,2,2,1,1,3,3,4,3,1,3,3,1,2,1,3,2,2,-0.2945,-0.6208,0.395,376.19,1.2987,0,0
USA,44,1359,2,2,1,2,1,2,2,2,2,3,1,2,4,4,2,3,3,4,1,2,1,3,1,4,0.4861,-1.5227,0.9843,536.93,0.0349,0,0
USA,44,1382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,3,1,2,3,-0.8077,0.0385,-1.9702,424.22,-0.6643,0,0
USA,44,1361,2,3,4,1,3,1,3,2,2,4,3,2,4,2,3,2,3,2,1,4,4,3,1,3,0.7826,0.0385,-0.5436,597.78,0.7109,0,0
USA,44,1368,1,1,1,2,1,1,1,1,2,1,1,2,2,1,3,1,2,1,3,2,4,4,3,1,-0.8077,1.1676,-1.9702,563.06,0.7605,0,0
USA,44,1364,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,1,3,1,3,-0.0411,-0.6208,0.1036,589.68,0.6799,0,0
USA,44,1356,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,3,2,4,2,3,0.4861,-0.2743,-0.9276,584.39,0.6665,0,0
USA,44,1350,2,2,3,1,2,2,2,2,2,4,2,1,2,2,3,1,2,1,1,3,2,4,2,3,-0.0411,-0.2743,-1.9702,726.37,0.7605,0,1
USA,44,1365,2,2,3,2,2,2,2,2,2,2,2,1,3,2,3,1,3,2,1,3,1,4,2,3,0.4861,-0.6208,-1.3817,560.58,1.7172,0,0
USA,44,1381,2,2,2,2,3,1,3,2,2,4,2,3,2,3,4,3,4,2,3,3,3,3,3,4,0.4861,1.1676,0.395,491.32,-0.1451,0,0
USA,44,1357,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,356.23,0.0567,0,0
USA,44,1374,1,3,2,1,3,1,3,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,-2.0532,-1.5227,-1.9702,618.7,1.7172,0,0
USA,44,1373,2,2,2,2,1,2,3,2,2,3,1,3,3,2,2,1,2,1,1,2,1,4,2,3,-0.0411,-1.0185,-0.9276,560.34,1.0875,0,0
USA,44,1377,2,2,2,1,2,1,3,2,1,4,3,3,4,4,2,1,2,1,1,3,2,4,3,2,0.2159,-0.2743,-0.2055,654.94,1.2885,0,0
USA,44,1363,1,1,1,2,1,2,1,2,2,1,1,3,4,2,2,2,2,2,2,2,1,3,2,2,-0.2945,-0.6208,-0.2055,500.94,0.1364,0,0
USA,44,1376,,2,1,1,1,1,,2,2,,2,,,2,1,2,2,2,,,,,,,-1.0559,-1.911,-0.4809,440.41,-0.2586,0,0
USA,44,1349,1,4,4,1,4,1,4,1,1,3,3,2,2,2,4,2,4,4,3,4,2,4,3,4,1.1341,0.8778,0.1036,673.21,1.3152,0,0
USA,45,1385,2,2,2,2,2,2,3,2,2,2,3,4,4,3,2,4,3,4,2,3,4,3,4,2,0.2159,0.8778,1.7893,440.16,-0.0579,1,0
USA,46,1407,2,2,2,1,2,2,3,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,489.89,0.4289,1,0
USA,46,1419,1,2,3,2,1,1,1,1,1,3,4,3,4,3,3,3,3,3,2,3,3,3,2,3,0.4861,0.3277,0.6832,516.02,-0.4433,1,0
USA,46,1403,1,4,3,1,4,1,4,1,1,4,4,4,4,4,2,4,4,4,1,4,1,4,1,4,2.504,-1.5227,2.6934,489.57,-0.0615,1,0
USA,46,1422,2,3,2,1,2,1,3,2,1,3,3,3,4,4,4,3,4,4,4,3,4,3,3,4,1.1341,1.9347,1.3297,481.39,0.0786,1,0
USA,46,1404,1,3,2,1,3,1,3,2,2,2,3,3,3,3,2,1,4,2,1,3,2,4,2,3,0.7826,-0.6208,-0.2055,690.16,1.632,1,0
USA,46,1416,1,4,4,1,4,1,4,1,1,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,2.504,1.9347,1.7893,625.73,-1.0088,1,0
USA,46,1412,2,1,1,1,2,1,1,1,1,3,3,2,4,3,3,1,4,2,1,3,2,4,2,3,1.1341,-0.2743,-0.5436,558.21,0.284,1,0
USA,46,1389,2,2,3,2,3,2,3,2,2,3,3,2,3,3,3,1,3,2,2,2,2,3,3,2,-0.2945,0.3277,-0.5436,534.14,0.1219,1,0
USA,46,1418,2,2,1,2,2,2,3,2,2,1,2,2,4,3,3,2,3,4,3,3,2,2,2,3,0.2159,0.3277,0.395,425.62,0.9202,1,0
USA,46,1397,2,2,1,2,3,2,3,2,2,1,2,2,3,3,2,2,2,2,1,2,2,,2,3,-0.3193,-0.6208,-0.2055,506.25,-1.3568,1,0
USA,46,1393,1,4,3,1,4,1,4,1,1,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,1.1341,1.4986,2.6934,492.59,1.6908,1,0
USA,46,1410,2,2,2,2,2,2,3,2,2,2,3,3,4,2,3,2,4,3,1,3,2,3,2,2,0.4861,-0.2743,0.1036,553.12,-0.3299,1,0
USA,46,1405,2,2,2,2,3,2,2,2,2,3,3,2,3,3,1,2,3,3,1,3,3,4,2,2,0.2159,-0.6208,0.1036,447.78,-0.6811,1,0
USA,46,1411,1,1,1,1,1,1,2,1,2,2,4,3,3,3,4,4,3,3,1,2,1,3,1,2,-0.2945,-0.6208,0.9843,462.8,0.4758,1,0
USA,46,1408,2,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,3,1,2,2,2,2,2,-0.8077,-0.6208,-0.2055,573.54,-0.5755,1,0
