IDSCHOOL,ITSEX,ASRREA01,ASBG03,ASDG05S,ASBG05D,ASBG05E,ASDHOCCP,ASBH20A,ASBH20B,ASDHEDUP,ASBH17A,ASBH17B,ASDHAPS,ASBH04A,ASBH04B,ASBGHRL,ASBG04,ASBH15A,ASBHPLR,ASBH12,ASBH13A,ASBH13B,ASBH13C,ASBH13D,ASBH13E,ASBH13F,ASBH13G,ASBHELA,ASBH02A,ASBH02B,ASBH02C,ASBH02D,ASBH02E,ASBH02F,ASBH02G,ASBH02H,ASBH02I,ASBHELT,ASBH06A,ASBH06B,ASBH06C,ASBH06D,ASBH06E,ACDG03,ACBG03A,ACBG03B,ACDGELS,ACBG16A,ACBG16B,ACBG16C,ACBG16D,ACBG16E,ACDGCMP,ACBG02,ACBG07,ACDG06HY,ACBG06BA,ACBG06BB,ACBGRRS,ACBG10AA,ACBG10AB,ACBG10AC,ACBG10AD,ACBG10AE,ACBG10AF,ACBG10AG,ACBG10BA,ACBG10BB,ACBG10BC,ACBG10BD,ACBGEAS,ACBG12B,ACBG12C,ACBG12D,ACBG12E,ACBG12H,ACBGRSS,ACBG17D,ACBG17E,ACBG17F,ACBG17G,ACBG17H,ACBG17I,ACBG17J,ACBG17K,ACBG17L,ACBG17M,ACBG17N,ACBGDAS,ACBG13AA,ACBG13AB,ACBG13AC,ACBG13AD,ACBG13AE,ACBG13AF,ACBG13AG,ACBG13AH,ACBG13AI,ACBG13AJ,ASBGSBS,ASBG09A,ASBG09B,ASBG09C,ASBG09D,ASBG09E,ASBG09F,ASBGSLR,ASBR02A,ASBR02B,ASBR07A,ASBR07B,ASBR07C,ASBR07D,ASBR07E,ASBR07F,ASBGSMR,ASBR09A,ASBR09B,ASBR09C,ASBR09D,ASBR09E,ASBR09F,ASBGSCR,ASBR08A,ASBR08B,ASBR08C,ASBR08D,ASBR08E,ASBR08F,ASBR08G,ASBGERL,ASBR05A,ASBR05B,ASBR05C,ASBR05D,ASBR05E,ASBR05F,ASBR05G,ASBHENA,ASBH02J,ASBH02K,ASBH02L,ASBH02M,ASBH02N,ASBH02O,ASBHENT,ASBH07A,ASBH07B,ASBH07C,ASBH07D,ASBH07E,ASBH07F
52,2,463.48258,3,2,1,1,999999,999999,999999,5,5,8,1,0,999999,9.22173,1,1,11.59895,4,1,4,4,3,4,4,4,9.4661,3,3,1,1,3,3,2,999999,2,11.54563,4,4,2,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.4029,4,1,1,1,3,1,11.72951,4,4,1,4,4,3,4,4,12.36856,4,4,4,4,4,4,10.125,4,4,3,4,1,2,1,12.21043,4,4,3,1,4,4,4,7.43006,1,1,1,1,3,3,12.59388,4,4,4,4,1,1
52,2,525.36025,2,2,1,1,7,12,12,5,6,7,3,1,4,10.1887,2,2,9.41589,2,3,3,4,2,3,4,4,9.34812,2,2,2,3,3,3,2,2,1,6.6026,2,2,1,1,1,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,7.48584,4,2,4,3,1,4,11.72951,3,4,2,4,4,1,4,4,12.36856,4,4,4,4,4,4,11.29688,3,4,2,4,1,4,1,9.94478,3,4,4,3,3,4,4,9.69545,2,2,3,2,3,2,8.24194,3,3,2,999999,1,1
52,1,527.76773,2,1,0,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,10.66766,1,2,2,1,1,1,8.57567,3,3,3,2,4,3,2,3,8.78118,3,4,4,2,4,4,10.125,3,3,1,4,2,3,1,10.51137,3,4,4,1,3,3,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,515.21111,2,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.09792,2,2,2,2,2,2,11.09533,4,4,4,4,4,1,4,4,12.36856,4,4,4,4,4,4,9.6967,4,4,1,1,1,2,1,9.94478,3,4,4,2,3,3,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,1,566.56495,2,2,1,1,6,999999,1,999999,999999,999999,3,1,3,9.76567,3,3,7.55447,3,3,2,2,3,3,1,3,8.92684,2,2,1,2,2,2,3,3,999999,11.03019,3,3,3,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.75018,2,1,3,2,1,1,9.05518,3,3,3,4,3,2,2,3,10.35004,4,4,4,4,4,3,8.09145,3,3,2,4,3,2,4,9.02856,3,3,3,3,4,3,4,9.69545,2,2,3,2,2,3,12.59388,4,4,4,4,1,1
52,1,518.82907,2,0,0,0,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,7.76203,3,2,3,3,3,3,8.81107,2,3,2,3,3,2,2,3,7.60735,3,3,3,3,3,3,8.37394,3,3,3,3,3,3,2,8.29776,3,3,2,2,3,3,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,537.35846,3,2,1,1,1,6,10,5,4,7,2,1,1,12.56691,5,3,7.80893,4,2,2,2,3,2,2,2,8.91614,2,3,2,2,3,1,2,2,2,11.54563,4,4,3,4,3,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,7.99189,999999,999999,999999,2,3,2,9.59084,2,1,1,3,4,1,3,4,8.47399,2,4,3,999999,4,4,9.6967,3,4,1,4,2,1,1,7.11289,3,1,2,3,3,2,3,9.69545,2,2,2,3,3,2,10.88264,3,4,4,4,1,1
52,2,458.37955,2,2,1,1,3,12,3,5,5,7,1,0,999999,11.0313,5,2,9.12366,4,2,2,3,2,3,3,3,10.25429,2,3,3,3,2,2,2,2,3,8.49059,3,2,2,2,2,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.09792,2,2,2,2,2,2,11.72951,4,4,1,4,2,1,4,4,12.36856,4,4,4,4,4,4,10.125,2,4,1,4,1,2,1,11.20989,4,4,4,3,4,4,4,13.6221,3,3,3,3,3,3,9.18672,3,3,4,4,1,0
52,1,539.47286,2,2,1,1,7,12,12,5,8,1,999999,1,999999,10.67422,3,2,9.73209,4,4,4,4,4,4,4,4,11.99368,3,3,1,3,3,3,3,3,3,13.18017,4,4,4,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.09792,1,1,4,1,1,4,11.72951,4,4,3,4,4,1,4,4,12.36856,4,4,4,4,4,4,14.35923,4,4,1,4,1,4,1,10.51137,4,4,4,3,3,4,4,11.93921,2,3,3,3,3,3,12.59388,4,4,4,4,1,1
52,1,586.18437,2,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.4029,2,2,2,1,2,2,11.72951,4,3,2,4,4,1,4,4,10.35004,4,4,3,4,4,4,12.25876,4,4,1,4,1,3,1,10.51137,3,4,4,2,3,4,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,390.60452,3,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,6.49022,4,1,4,4,4,4,12.71112,4,4,1,4,4,1,3,4,10.35004,4,4,4,4,4,3,8.37394,2,2,2,4,2,1,1,14.3226,4,4,4,1,4,4,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,1,542.2948,1,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,10.14726,2,1,3,1,1,1,6.59515,1,3,4,1,3,3,1,1,7.60735,1,4,4,4,4,1,8.67056,3,3,2,3,2,2,2,9.02856,2,3,3,1,4,3,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,501.1762,2,2,1,1,3,4,12,4,5,5,999999,999999,999999,8.8204,1,1,9.73209,4,4,3,3,2,4,4,4,10.25429,2,3,2,3,3,2,1,3,3,11.54563,4,3,3,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,10.66766,2,1,1,1,2,1,8.57567,2,3,2,3,3,3,2,3,7.03829,4,2,3,3,1,3,8.67056,3,3,2,3,3,3,2,7.67963,2,2,3,3,4,2,3,10.31064,3,3,3,2,2,2,10.88264,4,3,4,4,1,1
52,1,581.91222,3,1,0,1,3,999999,4,4,999999,5,4,1,5,8.8204,1,2,9.12366,4,1,2,2,1,1,3,4,8.48819,2,2,2,2,2,2,2,2,2,13.18017,4,4,4,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,10.14726,2,1,2,2,1,1,7.66429,2,2,3,1,3,3,3,2,8.31489,3,4,3,3,4,3,10.125,3,4,2,4,2,3,1,10.51137,3,3,4,1,4,3,4,8.56196,2,2,2,3,1,2,10.88264,3,4,4,4,1,1
52,1,474.31772,2,1,0,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,13.28372,1,1,1,1,1,1,9.8898,3,4,2,3,3,2,4,3,12.36856,4,4,4,4,4,4,8.37394,2,2,3,4,2,2,1,8.64503,3,3,3,1,2,3,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,1,505.43376,2,2,1,1,1,10,10,5,7,7,3,1,3,11.46049,4,2,8.06204,3,4,2,1,3,4,4,3,6.6962,2,2,1,1,2,2,1,2,1,13.18017,4,4,4,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.09792,4,1,4,1,1,1,10.22658,3,4,4,4,3,1,4,4,12.36856,4,4,4,4,4,4,12.25876,4,4,2,4,1,4,1,9.02856,4,4,3,4,3,4,3,7.43006,2,1,2,2,2,1,10.88264,4,3,4,4,1,1
52,2,356.76782,2,2,1,1,3,999999,4,3,999999,4,3,1,2,9.22128,3,1,10.07944,4,2,4,3,3,3,4,4,11.3162,2,3,3,2,3,3,3,2,3,12.16664,4,4,3,4,4,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,11.4451,1,1,1,1,2,1,9.05518,3,4,3,3,3,3,3,3,10.35004,3,4,4,4,4,4,8.37394,3,3,3,4,3,3,3,8.29776,3,2,3,4,4,4,3,11.02336,3,2,3,2,3,3,12.59388,4,4,4,4,1,1
52,1,434.91763,3,2,1,1,3,4,12,5,2,7,2,1,1,9.94316,2,2,12.53542,4,1,3,4,1,4,4,4,14.71485,3,3,3,3,3,3,3,3,3,12.16664,4,4,4,4,3,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,9.4029,2,1,2,1,4,1,8.81107,2,3,4,3,3,2,3,4,10.35004,4,3,4,4,4,4,9.32033,4,4,1,4,3,3,4,9.94478,3,4,4,3,3,4,4,11.93921,3,3,3,3,3,2,9.18672,3,4,4,4,0,0
52,1,484.94987,2,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,7.48584,4,4,3,2,3,2,9.8898,3,4,2,3,4,3,3,4,12.36856,4,4,4,4,4,4,8.98289,3,3,3,4,3,4,2,11.20989,4,4,4,3,4,4,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,456.69641,3,2,1,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,8.81433,1,1,2,4,4,1,6.89835,1,4,1,1,1,4,1,1,5.04954,1,1,4,1,1,1,6.92758,2,2,4,1,2,2,2,7.11289,1,1,4,4,4,4,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
52,2,534.34658,2,1,0,1,7,12,12,999999,999999,999999,3,1,3,999999,1,1,8.31893,2,3,3,3,3,3,3,3,9.79151,3,3,1,2,3,2,3,3,1,10.56229,4,3,2,4,3,999999,1,999999,2,3,2,1,3,2,999999,44,999999,924,5,8,9.6754,1,1,1,2,1,4,4,2,2,2,3,8.02855,4,4,3,2,3,8.88212,1,1,999999,2,2,4,4,3,4,999999,999999,8.98014,3,3,2,1,2,1,1,2,2,1,10.14726,1,2,2,1,2,1,9.31239,2,3,2,3,4,2,3,3,8.78118,3,4,3,3,4,4,10.125,4,4,1,3,2,2,1,7.97697,3,3,2,3,3,3,3,9.69545,2,2,2,2,3,3,9.16126,999999,3,4,4,1,0
53,2,618.47857,2,2,1,1,1,4,11,4,4,5,2,1,1,11.46049,4,3,10.07944,4,2,3,3,2,3,4,4,9.34812,2,2,1,2,3,3,2,2,3,8.49059,3,3,1,2,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,8.29063,4,3,2,1,4,1,11.72951,4,4,1,4,3,1,3,4,9.4022,4,3,4,4,4,3,11.29688,3,4,1,3,1,4,1,9.94478,4,3,4,1,3,3,3,9.69545,2,2,3,1,3,3,9.18672,3,3,4,4,1,0
53,1,583.40416,3,2,1,1,1,9,11,4,5,5,1,0,999999,10.64774,2,3,11.59895,4,1,4,4,1,4,2,4,10.75483,3,3,2,2,3,2,2,3,3,9.69685,4,2,2,3,3,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,13.28372,1,1,1,1,1,1,7.66429,3,4,4,1,4,3,1,1,8.31489,2,4,4,2,4,4,7.52532,3,2,1,1,4,3,3,9.02856,1,4,4,1,4,3,2,9.69545,2,2,3,3,2,2,7.84932,2,3,4,3,0,0
53,2,547.45738,3,2,1,1,1,4,11,5,7,7,2,1,1,10.64774,2,2,9.41589,4,1,2,3,2,3,3,3,8.48819,2,2,3,2,3,1,2,1,2,5.90522,1,1,1,2,1,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,8.81433,4,1,3,1,2,2,9.59084,3,4,4,2,4,2,4,4,4.588,1,1,3,1,1,1,7.52532,3,3,4,4,4,3,4,7.67963,3,3,4,4,2,2,3,9.69545,2,2,2,3,3,2,6.76724,2,3,2,2,0,0
53,2,608.89098,3,2,1,1,1,11,3,4,6,6,2,1,1,11.95416,3,5,11.59895,4,1,2,4,1,4,4,4,8.91614,3,2,3,2,2,1,2,2,2,10.12111,2,4,2,4,3,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,9.75018,2,2,2,1,2,1,12.71112,4,4,1,3,4,1,4,4,8.78118,2,3,4,4,4,4,9.6967,3,3,2,4,1,3,2,9.02856,3,3,4,2,3,3,3,10.31064,3,2,2,3,3,2,5.073,2,2,1,1,0,0
53,2,524.59231,3,2,1,1,2,2,2,4,5,4,2,1,1,9.59128,2,1,5.38431,1,4,1,1,4,1,3,2,6.6962,3,3,1,1,1,1,1,1,2,8.08185,2,2,2,2,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,11.4451,2,1,1,1,1,1,10.22658,4,4,1,3,3,2,3,3,7.60735,3,4,2,3,3,3,7.52532,3,3,2,3,3,1,4,9.94478,4,3,4,1,3,3,3,6.09512,1,1,1,1,2,2,7.14524,2,2,3,3,0,0
53,1,461.78816,3,2,1,1,2,2,3,3,3,4,2,1,1,10.29048,3,3,10.96593,3,1,4,3,1,4,4,3,11.99368,3,3,3,2,3,2,3,3,3,10.56229,4,3,3,3,3,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,6.49022,4,4,4,4,1,4,11.09533,4,4,4,4,4,1,4,4,12.36856,4,4,4,4,4,4,10.64149,4,4,1,4,4,4,1,10.51137,4,4,4,4,4,4,4,10.31064,2,2,3,3,2,3,7.84932,3,3,3,3,0,0
53,2,513.43746,3,2,1,1,1,10,10,5,8,7,2,1,1,11.95416,3,4,9.41589,3,2,3,3,3,3,4,4,9.34812,2,2,3,2,3,2,2,2,2,7.16958,1,1,1,3,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,11.4451,1,1,2,1,1,1,9.05518,4,3,4,4,1,3,4,4,10.35004,3,4,4,4,4,4,8.67056,3,3,3,4,3,4,3,14.3226,4,4,4,1,4,4,4,10.31064,2,2,3,3,3,2,7.84932,3,3,3,3,0,0
53,1,616.49981,3,2,1,1,1,10,10,5,8,8,2,1,1,11.46049,2,4,10.96593,4,1,3,3,1,4,3,4,12.92078,3,3,3,3,3,2,3,3,3,11.54563,4,3,3,4,4,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,9.75018,4,1,2,1,1,1,10.61953,4,4,1,2,3,1,3,4,7.03829,1,3,3,2,3,4,10.125,3,3,1,4,1,3,2,8.64503,3,3,4,3,3,3,3,9.69545,2,2,3,3,2,2,10.88264,3,4,4,4,1,1
53,1,554.34874,3,2,1,1,1,9,9,5,5,7,1,0,999999,11.0313,3,2,8.31893,1,2,2,3,2,2,4,3,9.79151,2,2,3,3,3,3,2,2,1,8.88807,3,2,2,3,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,10.66766,2,1,1,1,2,1,11.09533,3,3,2,4,4,1,4,4,8.31489,3,4,4,3,3,3,9.32033,3,3,2,4,2,3,2,13.83795,4,4,4,999999,4,4,4,7.43006,2,2,2,1,1,2,8.22608,3,2,4,4,0,0
53,2,547.53483,3,2,1,1,2,2,12,4,4,5,3,1,2,10.64774,3,3,8.84658,2,2,2,2,2,3,4,4,10.75483,3,2,2,3,3,3,3,2,2,8.49059,3,2,1,3,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,13.28372,1,1,1,1,1,1,10.22658,4,4,2,3,3,2,3,4,7.93542,3,3,4,4,3,2,10.125,4,4,2,4,2,3,2,9.45792,3,3,4,2,4,3,3,13.6221,3,3,3,3,3,3,8.22608,3,4,4,2,0,0
53,1,467.02538,3,2,1,1,1,2,9,5,6,8,3,1,3,12.56691,3,5,10.48141,3,1,3,3,1,4,3,4,9.79151,3,3,3,2,3,2,1,2,2,10.12111,4,3,2,3,3,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,10.14726,1,1,2,1,3,1,10.22658,4,4,4,4,4,1,3,3,9.4022,3,4,4,4,4,3,8.19183,3,3,3,4,999999,999999,3,14.3226,4,4,4,1,4,4,4,10.31064,3,2,3,3,2,2,9.18672,3,4,4,4,0,0
53,1,613.24304,3,2,1,1,1,9,10,5,7,7,2,1,1,11.46049,3,3,10.07944,3,1,3,3,1,3,3,4,11.3162,3,3,3,2,3,3,2,3,2,7.64888,3,1,1,3,1,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,10.66766,2,1,2,1,1,1,11.09533,4,3,1,3,4,1,3,4,8.78118,3,3,4,4,3,4,11.29688,4,4,1,4,1,2,1,12.21043,3,4,4,1,4,4,4,8.56196,2,1,2,3,1,3,10.88264,3,4,4,4,1,1
53,2,576.71002,3,2,1,1,2,7,2,4,6,5,2,1,1,10.29048,3,2,10.48141,4,1,3,3,2,3,4,4,8.91614,2,2,2,1,3,3,3,2,1,8.88807,3,2,2,3,2,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,8.03167,3,4,4,1,2,2,11.72951,4,4,2,4,4,1,3,4,12.36856,4,4,4,4,4,4,8.09145,4,2,3,4,1,1,4,8.64503,3,3,4,2,2,2,4,9.69545,2,2,3,2,3,2,10.88264,3,4,4,4,1,1
53,2,482.07253,3,2,1,1,1,10,10,5,6,7,3,1,2,11.95416,4,3,9.41589,4,1,3,2,3,4,3,3,9.34812,2,3,1,2,2,2,2,3,3,8.49059,4,2,1,3,1,3,4,1,3,4,3,1,3,2,4,53,22,900,5,0,12.68337,1,1,1,1,1,2,2,1,1,1,1,12.3532,5,4,4,5,4,12.02233,1,1,1,2,1,1,3,1,2,3,2,11.24285,1,2,1,1,1,1,1,2,1,1,9.4029,2,4,2,1,1,1,9.8898,3,4,3,3,4,2,4,3,8.78118,3,4,4,4,3,3,7.23353,2,2,4,4,4,3,3,9.94478,3,4,4,3,4,4,3,11.02336,2,3,3,3,3,2,9.90093,4,4,4,4,0,0
