scigrade6,understand,workhard,challenge,choice,makemeth,ownexp,scigrade10,ses,sciach,certsci
3,3,5,4,1,1,1,6,1.539,29.01,1
1,5,6,5,1,1,1,5,-0.32,14.47,1
3,3,5,5,1,1,1,2,0.002,11.63,0
2,6,5,5,2,2,1,2,-0.498,19.09,0
5,6,6,5,1,1,1,6,-0.253,24.07,0
3,4,5,3,1,1,1,4,-0.451,34.64,0
5,6,5,6,1,1,1,7,1.222,25.7,0
3,2,5,5,1,1,2,5,0.338,18.82,0
5,3,5,5,1,1,1,5,0.342,20.47,1
5,5,4,4,1,1,1,5,0.4,33.26,0
3,5,6,5,1,2,1,6,-1.185,24.96,0
3,4,2,4,1,1,1,1,0.276,15.94,0
4,5,6,5,1,2,1,6,1.061,22.4,0
4,6,6,5,1,2,1,2,-0.892,15.97,1
2,5,5,5,1,1,1,4,-0.579,14.29,0
4,6,6,6,5,1,5,4,0.274,16.66,1
4,3,6,4,1,1,2,5,0.316,18.29,1
4,5,5,5,1,2,1,7,-0.016,31.07,1
4,6,6,5,1,1,1,6,0.023,21.27,0
4,6,5,6,1,1,1,2,0.736,18.94,1
2,5,5,5,3,1,1,3,-0.996,11.99,1
3,3,2,2,1,1,1,3,-0.164,12.42,0
5,5,6,5,1,1,2,6,0.009,23.59,1
4,5,2,6,1,1,1,6,0.455,17.08,1
4,5,6,6,1,1,2,5,0.259,19.01,0
3,5,4,5,1,2,2,4,-0.72,24.25,1
3,6,6,6,1,3,2,5,0.422,17.61,1
3,2,2,2,4,4,4,1,-0.603,19.04,0
4,6,6,6,2,1,4,7,0.916,31.87,0
5,6,6,6,1,1,1,8,0.693,31.71,0
4,5,6,6,3,2,2,7,0.335,30.49,0
4,3,5,6,1,3,1,5,0.44,30.34,0
3,2,6,4,1,1,1,5,1.041,12.23,0
5,5,6,6,1,1,1,6,1.316,25.64,0
5,6,5,5,1,1,1,6,1.894,33.37,0
5,5,6,6,1,1,1,7,0.072,23.21,0
5,6,6,6,1,4,4,7,1.294,27.52,0
4,6,6,6,1,2,1,7,1.015,34.64,0
3,5,6,5,1,1,1,8,0.002,21.82,0
3,4,4,2,1,1,1,4,0.072,17.26,1
4,2,5,5,1,1,1,6,0.22,13.96,1
3,3,6,5,1,1,1,5,0.822,10.99,0
4,2,6,6,1,3,1,5,0.12,19.75,0
5,6,6,6,1,1,1,6,-0.679,18.99,1
4,6,6,6,1,1,1,8,-0.177,20.7,1
4,5,6,6,1,1,1,7,-0.805,19.04,1
4,6,5,6,1,1,1,6,-0.12,25.7,1
4,6,6,6,2,2,4,7,0.046,14.91,0
3,1,1,1,4,4,1,4,-0.043,11.28,0
3,6,6,6,1,2,2,8,0.007,17.04,1
5,6,6,5,1,1,1,7,1.038,20.33,1
3,2,5,4,1,3,1,4,0.055,12.55,1
4,3,4,3,3,1,1,5,0.438,27.55,1
5,6,5,5,3,1,1,7,-0.423,32.71,1
4,5,6,6,1,2,1,4,-0.011,16.82,1
5,2,6,6,1,1,1,4,-0.379,15.06,1
4,2,5,5,1,1,1,4,0.045,22.31,1
5,4,5,6,1,1,1,7,0.569,25.96,0
5,6,6,6,1,1,1,8,0.373,28.83,0
4,5,6,5,1,1,1,8,0.212,16.75,1
3,6,5,6,1,1,1,4,-1.152,13.25,1
4,5,6,5,2,1,1,6,0.882,24.04,0
4,3,6,6,2,1,1,5,0.755,20.85,0
4,3,6,6,1,1,1,6,-0.657,23.34,0
4,5,6,6,3,1,1,7,-0.042,22.48,0
5,5,5,6,1,2,4,6,0.217,22.29,0
4,2,6,2,2,2,4,5,0.958,22.13,0
5,6,6,6,4,3,1,8,1.044,28.04,0
5,5,6,6,4,2,1,8,-0.46,25.31,1
4,4,5,3,1,1,1,5,0.539,10.98,0
4,5,6,6,1,2,1,4,0.269,21.85,0
3,5,5,6,1,1,1,8,1.268,21.49,0
4,6,6,6,1,3,1,7,0.593,23.34,0
4,5,6,6,1,1,1,6,1.239,21.27,0
4,5,6,5,1,1,1,5,0.055,21.73,0
3,5,6,6,5,1,1,6,0.189,17.87,0
4,3,3,2,1,1,1,6,1.584,28.84,0
5,6,3,4,1,1,1,7,1.739,32.68,0
5,6,6,6,1,1,1,7,1.455,28.32,0
4,4,5,5,1,1,1,7,0.822,26.07,0
5,6,6,6,2,2,1,7,0.828,31.85,1
5,6,5,5,1,1,1,7,1.716,34.64,1
3,6,4,6,1,3,3,2,0.767,21.76,0
3,6,4,2,1,1,1,7,0.437,23.33,0
5,3,5,6,3,3,1,7,1.322,28.76,0
4,4,4,3,1,1,1,6,1.028,32.03,0
3,4,6,6,1,1,1,5,0.8,17.16,0
2,5,5,5,3,3,3,5,0.557,17.07,1
3,6,6,6,1,1,2,6,-0.966,17.18,0
4,3,2,2,1,1,1,5,0.107,22.48,0
4,5,5,6,2,2,1,6,0.191,31.67,0
5,5,6,5,1,1,1,8,0.461,32.54,0
4,6,6,5,3,4,3,6,-0.355,18.68,0
5,6,6,6,1,1,1,7,-1.26,29.87,0
4,4,5,5,2,2,1,6,0.255,30.99,1
5,3,4,4,1,1,1,7,0.914,33.62,0
4,6,5,5,3,2,1,6,-0.277,22.19,0
3,2,3,2,1,3,1,4,0,21.99,0
4,4,6,6,1,1,1,7,0.192,29.64,0
3,2,2,2,1,1,1,4,0.644,26.9,0
4,5,6,6,1,1,1,6,-0.414,23.13,1
4,5,6,6,1,1,1,7,0.078,27.69,1
4,4,6,5,1,1,1,8,0.888,32.32,0
3,3,3,5,1,1,1,1,0.002,25.46,0
5,6,6,6,3,1,2,8,1.067,25.85,0
4,6,5,6,2,1,1,7,0.2,33.77,0
5,5,5,5,1,1,1,6,-0.183,25.95,0
3,5,5,5,1,1,1,5,-0.296,21.01,0
4,3,5,5,1,1,3,2,1.144,26.62,0
3,3,6,5,1,1,1,4,0.46,14.25,0
4,3,6,5,2,1,2,8,-0.894,24.98,0
4,5,6,6,3,2,2,6,-0.701,10.91,0
3,2,2,2,1,1,1,3,0.206,12.08,0
5,4,5,4,2,1,2,6,0.425,23.55,0
5,6,6,6,1,1,1,8,-1.48,32.42,0
4,4,6,4,1,2,1,8,0.504,29.37,0
4,5,5,5,1,1,1,6,0.735,28.4,0
3,5,6,6,1,1,1,7,1.067,26.93,0
4,6,6,6,1,1,1,6,1.088,29.09,0
4,6,5,6,5,5,4,5,0.107,20.36,0
2,3,6,4,1,1,2,7,-0.427,17.89,0
3,5,5,4,1,1,2,5,-0.49,17.51,0
5,5,4,5,1,1,1,7,0.456,26.97,0
4,5,6,6,2,3,1,6,-0.126,16.7,0
5,5,6,6,1,1,1,6,-0.442,11.74,0
3,3,6,5,1,1,1,2,-0.741,23.08,0
3,5,6,4,1,1,1,6,-0.241,21.03,0
5,6,5,6,2,1,1,6,-0.512,23.4,0
4,4,6,6,1,1,1,5,0.602,23.73,0
4,5,5,5,1,1,1,8,0.148,27.34,0
3,5,6,6,3,3,3,5,-0.019,12.12,1
3,6,6,6,1,1,1,6,-0.615,24.8,0
4,6,6,6,1,1,1,3,-1.337,29.93,0
5,5,6,6,1,1,1,6,-1.149,18.81,0
5,5,5,5,2,3,1,5,-0.847,20.33,0
4,6,6,6,2,1,2,6,0.382,22.94,0
5,3,6,5,1,1,1,5,-1.005,19.52,0
4,6,5,4,4,5,5,4,-1.19,12.99,1
4,6,2,2,5,5,1,6,0.534,33.78,0
5,5,5,5,1,1,1,7,0.541,28.45,0
3,3,6,4,1,1,1,8,0.503,25.33,0
5,4,5,6,1,1,1,7,1.493,28.56,0
4,5,4,4,1,1,1,8,1.505,30.7,0
4,3,5,3,1,1,1,7,0.31,27.01,0
4,3,4,4,1,1,3,4,-0.385,23.44,0
4,2,4,4,1,1,2,8,0.916,22.51,0
5,5,5,5,1,1,1,6,0.29,22.36,0
5,2,3,3,1,1,1,2,0.821,32.24,0
4,2,5,5,1,2,1,5,0.19,19.95,0
3,3,3,3,3,3,3,3,-0.401,14.32,0
4,5,4,4,1,1,1,7,1.017,21.87,0
5,6,5,6,1,1,1,8,0.869,32.77,0
5,6,5,6,1,1,3,8,0.913,34.64,0
4,6,5,6,1,3,3,2,0.745,20.89,0
5,5,5,4,1,3,3,7,-0.287,23.74,0
4,5,5,6,1,4,1,6,1.533,27.08,1
5,4,6,5,1,1,1,8,1.239,33.55,0
2,6,5,6,2,1,1,1,0.378,10.98,0
5,6,6,6,1,1,3,6,0.568,25.72,1
5,4,3,2,1,1,2,6,0.192,27.73,0
4,6,6,6,1,1,1,3,0.283,24.54,0
4,4,6,6,1,1,1,7,0.115,24.69,0
2,5,4,6,1,3,1,2,-0.164,26.53,1
4,6,4,6,2,1,1,2,-0.559,20.63,0
2,3,3,5,1,1,1,5,-0.696,17.48,1
5,6,6,6,1,1,1,6,-0.36,25.5,0
5,3,5,6,1,1,1,5,0.317,23.32,1
3,3,4,6,1,1,1,4,1.083,27.33,0
4,5,6,6,1,1,1,7,-0.579,16.89,0
4,4,5,6,2,1,1,4,-0.283,18.05,0
4,4,5,5,2,1,2,6,-0.422,20.13,0
4,4,5,4,1,1,1,5,1.716,25.13,1
3,4,6,6,1,1,3,4,1.075,22.05,1
4,6,6,6,1,1,4,6,1.129,26.14,0
4,4,6,6,1,1,1,6,1.716,24.09,0
3,3,4,4,1,1,1,5,1.033,30.83,1
4,6,6,6,1,2,2,7,1.656,30.18,1
4,6,4,6,1,4,2,7,1.767,14.3,1
5,3,6,6,1,1,1,8,1.111,24.45,1
4,3,6,6,1,1,1,5,1.067,31.43,1
4,2,6,6,1,1,1,4,-0.319,16.44,1
2,6,6,6,1,1,1,7,-0.288,15.54,1
5,5,6,5,1,1,1,7,0.068,23.48,1
5,6,5,6,1,1,2,6,-0.383,29.34,0
5,6,6,6,1,1,1,8,0.111,30.88,0
4,6,5,3,2,1,1,6,-0.536,19.35,1
3,4,6,6,1,1,1,1,-0.483,13.59,1
4,6,5,6,3,4,2,4,0.438,11.26,0
4,3,6,6,1,1,1,4,-0.294,18.56,1
4,3,4,5,1,1,1,1,-0.777,28.93,1
4,6,6,6,1,1,1,8,-0.481,30.36,0
4,5,5,6,1,1,1,4,0.433,25.11,1
5,4,6,6,1,1,1,7,0.54,25.97,1
4,4,6,5,1,1,1,5,0.197,23.37,1
3,5,5,6,1,2,1,5,0.076,17.35,1
3,5,5,5,1,1,1,7,0.336,17.36,0
1,6,6,6,1,1,1,5,-0.34,25.48,0
3,5,6,6,3,2,1,5,1.15,20.97,1
3,2,5,2,1,1,3,6,0.065,19.34,1
5,6,6,6,1,2,1,8,-0.042,29.95,0
4,2,5,3,1,1,1,8,0.243,30.36,1
1,5,2,2,2,1,1,1,1.067,22.3,1
3,6,6,6,1,1,1,6,-1.307,30.84,0
4,3,2,5,1,1,1,4,-0.771,23.63,0
2,3,6,4,1,1,1,7,-0.447,29.11,0
4,5,6,4,2,1,1,7,-0.548,27.4,0
4,5,6,6,1,1,1,5,-0.104,26.9,0
5,5,5,4,4,1,2,6,-0.082,25.47,0
3,4,6,6,1,1,1,2,-0.294,18.68,0
5,5,5,3,1,1,1,8,-0.502,31.91,0
5,6,6,6,4,4,4,7,0.356,22.85,0
3,4,5,6,1,1,1,5,-0.917,16.33,0
1,6,6,4,1,1,1,4,-0.492,18.5,0
3,5,6,6,1,1,1,4,-0.017,15.64,0
4,5,5,5,1,1,1,5,0.184,15.14,0
4,4,4,4,1,1,3,8,-0.8,16.81,0
3,4,3,2,1,1,1,5,1.028,28.88,0
4,5,6,6,3,1,1,5,1.026,29.51,0
4,6,6,6,1,1,1,3,0.943,21.58,0
4,2,5,5,1,1,3,6,-0.617,28.03,1
5,6,6,6,1,1,3,8,0.499,33.77,0
4,6,6,6,1,2,2,6,0.621,27.56,1
3,2,4,6,1,1,1,3,-0.042,16.14,1
5,6,6,6,1,1,1,7,0.668,31.51,0
3,3,3,2,3,1,1,5,-0.479,21.23,1
5,6,5,6,1,2,2,6,0.181,27.94,0
3,5,5,6,1,1,1,3,0.8,27.97,0
5,6,6,6,1,1,1,7,-0.126,28.39,1
4,2,6,6,1,2,1,3,-0.528,24.92,0
4,3,6,6,1,1,1,8,1.061,34.64,0
3,4,5,3,1,1,1,3,-0.255,20.83,1
3,3,4,6,1,1,1,1,0.132,21.68,1
3,5,6,6,1,1,1,7,-0.843,16.97,1
4,6,6,6,1,1,1,7,0.731,24.63,0
4,3,6,6,2,1,1,5,0.426,25.86,0
5,6,6,6,2,3,1,8,-0.834,23.03,1
4,2,3,4,1,1,1,7,-0.39,19.6,1
4,4,6,6,1,1,1,6,-0.12,18.19,1
2,2,6,6,1,1,1,4,-0.578,15.6,0
4,5,6,6,1,1,1,7,0.244,30.75,1
5,3,5,5,1,1,1,5,0.583,25.19,1
2,6,6,5,3,4,3,4,-0.675,16.63,1
4,5,6,4,1,1,2,6,0.103,23.48,0
4,4,5,5,1,1,2,5,-0.544,18.84,0
4,5,5,5,1,1,1,7,-0.542,27.79,0
4,5,5,4,1,1,1,6,0.743,25.34,0
5,2,6,6,1,1,1,5,0.018,28.49,0
5,5,5,5,1,3,1,8,-0.204,31.87,0
3,2,5,5,3,1,1,5,-0.812,21.85,0
5,6,6,6,1,1,1,7,-0.764,27.88,0
5,6,6,6,1,1,3,6,-0.125,27.6,1
5,4,5,4,1,2,1,5,-0.166,21.11,0
2,5,5,5,1,1,1,5,0.488,18.97,0
4,4,5,5,2,1,1,8,-0.355,24.25,0
3,5,5,4,1,3,2,5,0.148,16.11,0
4,5,5,6,1,1,1,6,1.795,28.45,1
4,4,6,6,1,1,1,7,0.316,23.02,0
4,4,5,5,1,1,2,6,0,25.44,0
3,4,6,4,3,3,3,7,0.33,16.16,0
3,5,5,5,1,1,1,7,0.608,21.89,0
5,5,6,6,1,2,1,6,-0.384,22.77,1
4,5,5,4,2,1,1,4,-1.018,29.23,0
5,6,6,6,1,1,1,2,-0.089,20.16,1
2,2,6,6,1,1,1,4,-1.302,11.07,1
3,6,6,6,4,4,4,4,-0.497,10.66,0
3,6,6,6,4,1,1,6,-1.276,18.37,0
3,5,6,6,1,1,1,2,-0.665,13.95,1
2,5,6,6,1,1,1,3,-0.787,12.78,0
5,6,6,6,1,3,1,8,0.983,22.45,1
4,4,5,5,1,1,1,5,-0.005,28.03,1
5,3,5,6,1,1,1,6,-0.854,18.58,1
3,3,2,2,1,5,5,1,-0.805,23.65,1
3,6,6,5,1,2,1,5,-0.891,18.13,0
4,5,5,5,2,1,1,3,0.778,30.85,0
5,6,6,6,1,1,1,6,0.785,29.24,0
4,3,5,4,1,1,1,4,1.872,24.69,1
5,2,5,6,1,1,1,6,0.878,24.89,1
3,5,6,6,2,1,2,7,0.959,24.47,1
5,3,3,3,1,1,1,7,1.033,32.75,1
4,5,2,3,1,1,1,5,-0.322,22.28,1
5,6,4,6,2,2,2,7,0.879,31.91,1
5,6,5,5,2,2,1,8,1.239,32.47,1
4,4,4,6,1,1,2,4,0.524,24.48,1
5,4,6,4,3,1,1,5,-0.66,15.66,0
5,5,5,5,1,1,1,8,0.572,26.4,1
5,6,6,6,1,1,3,8,-0.38,21.34,1
4,4,6,3,1,1,2,6,-0.019,24.8,1
5,2,5,5,1,1,1,4,0.283,14.58,1
5,5,6,5,1,1,2,8,-0.109,23.93,1
3,6,6,5,1,1,2,5,-1.176,15.02,1
2,4,3,2,1,1,1,1,-1.307,12.29,0
2,4,6,6,1,1,1,2,-0.282,26.66,1
3,6,6,6,1,1,2,4,-0.735,19.05,1
5,2,2,3,1,1,1,1,-0.305,12.53,0
3,5,5,5,1,1,2,4,-1.214,12.39,0
5,5,6,6,1,1,1,7,1.158,25.79,0
5,6,5,5,1,2,1,6,0.632,27.15,1
3,3,4,5,1,1,1,7,1.256,24.44,0
4,6,6,5,1,1,1,7,1.49,20.14,0
4,5,5,5,1,3,1,8,0.773,28.98,0
4,2,5,6,1,1,3,5,0.95,20.85,0
4,4,3,3,2,1,1,7,1.555,28.2,1
5,6,6,5,1,3,1,8,1.217,28.69,1
4,3,4,5,1,3,2,3,0.333,19.66,0
3,6,6,6,3,2,2,7,-0.939,28.54,0
5,5,5,6,2,1,1,8,1.484,32.68,1
5,4,4,3,1,1,1,7,-0.262,27.72,0
3,5,5,5,1,1,1,2,0.382,19.82,0
4,3,4,6,1,1,1,1,-0.894,22.46,0
4,6,5,5,1,1,1,6,0.169,20.02,1
4,3,3,5,1,2,1,6,1.061,27.9,0
3,6,6,5,1,2,2,3,-1.073,25.52,0
4,3,4,5,1,1,1,5,-0.773,22.04,1
4,6,6,5,1,1,2,6,-0.668,17.21,0
4,2,5,2,2,1,1,7,-0.103,23.72,0
5,2,2,2,1,1,1,8,-0.127,30,1
4,4,5,5,1,1,1,7,0.621,26.55,0
3,6,6,6,1,2,1,7,-0.214,19.24,0
4,5,6,5,2,1,3,8,-0.568,23.92,1
3,2,5,4,1,1,1,6,0.493,22.54,1
5,5,6,5,1,1,1,4,-0.294,13.84,0
5,6,5,5,1,1,1,6,-0.634,23.87,1
5,5,6,4,1,1,1,8,-0.045,24.6,0
2,6,5,5,1,1,1,3,0.669,16.78,1
5,5,5,5,1,1,1,6,1.067,22.1,1
3,5,5,5,1,1,1,4,-1.042,17,1
4,6,6,5,4,1,2,5,0.336,16.69,1
5,5,6,5,1,1,1,7,-0.172,23.94,0
5,6,5,6,1,1,1,7,1.236,33.32,0
3,2,6,6,1,1,1,6,-1.464,14.33,0
2,3,6,5,1,1,1,8,-1.174,26.73,0
4,5,6,5,2,1,1,7,-0.9,22.68,0
4,3,4,4,1,1,1,7,-0.054,26.4,0
5,5,5,5,1,1,2,8,0.151,28.82,0
3,6,5,5,1,1,1,7,0.805,23.73,0
4,4,4,4,4,1,1,7,0.288,24.7,0
5,6,6,5,2,1,1,8,-1.018,19.58,0
5,5,3,5,1,1,2,8,0.261,26.63,0
3,4,6,6,1,1,1,3,0.083,18.49,0
3,3,6,3,1,1,1,5,-0.204,23.44,0
4,6,6,6,1,1,1,5,1.138,34.64,0
4,5,6,5,3,2,2,7,0.808,14.32,0
4,6,6,6,1,1,4,5,0.733,22.84,0
3,4,5,5,1,3,2,7,1.091,18.86,0
3,2,2,2,1,1,1,5,-0.708,31.53,1
2,4,4,4,1,2,1,7,1.247,24.67,0
4,5,6,6,1,1,1,7,0.846,30.63,0
1,6,5,6,1,1,1,5,0.848,21.48,0
4,6,6,6,1,1,1,7,0.698,26.44,0
3,3,5,4,1,1,1,4,0.484,16.88,0
5,6,6,5,1,1,1,8,0.894,30.82,0
1,6,6,6,1,1,1,7,-0.086,26.46,1
3,6,6,6,3,1,1,7,1.02,20.89,0
4,6,6,5,1,1,1,8,1.293,30.73,0
4,3,5,6,1,2,1,6,0.822,16.6,0
2,4,3,4,1,1,1,5,0.259,26.57,0
2,5,6,5,1,1,1,7,0.237,20.22,0
3,5,6,4,1,2,2,8,-0.35,27.09,0
4,3,6,5,1,1,1,7,0.771,24.88,0
5,6,5,5,2,1,1,8,0.075,33.78,0
4,5,6,5,3,3,2,7,0.518,32.3,0
3,5,5,6,3,1,1,5,0.62,23.8,1
3,3,4,3,1,1,1,5,0.612,21.77,0
3,5,6,6,1,1,1,6,-0.172,17.22,1
4,6,5,6,1,1,3,4,0.721,31.36,1
3,2,2,2,1,1,3,5,-0.375,13.53,1
5,6,6,2,1,4,2,5,-0.355,22.02,1
5,3,6,5,1,1,1,6,-0.099,32.85,1
4,2,4,6,1,1,1,3,0.07,27.46,0
4,2,4,4,1,1,1,7,-0.638,11.58,0
3,5,5,5,2,1,2,4,-0.615,16.66,0
5,5,5,5,1,1,1,8,-0.193,26.71,0
5,5,6,6,1,1,1,7,-0.146,24.77,0
4,3,5,5,1,1,1,4,0.822,33.21,1
5,5,5,6,1,1,1,6,0.952,32.92,0
3,2,4,5,1,2,2,2,-0.71,16.45,1
5,2,6,6,1,1,1,6,0.86,26.33,0
4,2,5,5,1,1,1,6,-0.631,22.52,1
5,6,6,6,1,1,1,6,-0.204,28.99,0
4,4,6,3,1,1,1,4,-0.025,20.14,0
4,5,6,6,1,3,1,7,0.135,19.75,0
4,3,5,6,1,1,1,7,-0.119,27.1,1
2,5,6,5,1,1,1,6,-0.083,13.24,0
4,5,5,5,1,1,1,4,0.876,27.5,1
2,2,5,5,1,1,4,2,0.151,15.57,0
4,6,6,5,1,1,1,6,-0.056,26.59,1
2,6,5,3,1,2,1,6,-1.275,15.96,0
5,2,6,5,1,1,1,8,-0.032,29.43,0
4,6,5,6,1,1,1,6,-0.099,25.05,1
5,4,5,6,1,1,1,8,0.027,26.45,0
4,4,4,3,2,1,1,7,-0.812,20.12,0
3,5,4,5,1,1,1,8,-0.737,15.12,0
5,1,1,1,1,1,1,7,-1.315,21.83,0
5,6,6,6,1,2,1,6,0.137,17.55,1
4,5,6,6,1,1,3,7,-0.659,17.22,0
3,5,4,5,2,2,1,4,-0.537,14.89,0
5,6,6,6,3,1,1,7,-0.294,33.41,0
4,5,6,5,1,1,1,5,-0.72,15.88,1
3,6,6,5,1,1,1,4,-1.004,14.6,0
4,6,6,6,1,3,1,6,0.673,27.9,0
3,4,4,5,1,1,1,7,-0.433,15.98,0
5,3,2,2,1,1,1,8,1.373,30.57,0
3,3,6,5,1,1,1,7,0.278,21.29,0
5,3,6,5,3,2,2,7,-0.123,13.34,1
4,4,3,5,2,1,1,6,-0.843,22.2,0
5,3,3,2,1,1,1,8,1.478,30.65,0
4,5,5,5,1,1,1,5,-0.892,23.66,0
5,3,5,4,1,1,1,4,-0.037,25.77,1
4,2,6,6,4,5,1,3,-0.019,16.05,0
5,6,6,5,1,1,1,8,0.058,26.97,0
4,5,6,5,1,1,1,7,-0.306,28.28,1
3,5,6,6,1,1,1,4,0.036,17.73,0
5,6,6,5,1,1,1,8,-0.514,19.47,1
4,6,6,6,1,1,1,6,-0.089,24.88,0
5,5,6,3,1,1,1,7,0.058,25.37,0
4,5,6,5,3,1,1,6,0.316,19.87,1
5,6,6,6,1,1,5,5,-0.994,21.27,0
4,6,6,6,3,2,2,6,-1.427,11.41,1
4,5,6,6,1,3,2,7,-0.002,23.02,0
4,5,6,5,3,3,2,6,-1.056,25.68,0
4,3,6,6,1,1,1,6,0.057,15.77,0
4,3,4,3,1,1,1,5,-0.224,22.62,0
3,4,6,6,1,1,1,2,0.023,20.48,0
3,3,5,5,1,1,1,5,-0.316,27.33,0
3,3,2,2,1,1,1,3,-0.153,19.76,0
4,6,5,6,1,1,1,7,-0.056,19.64,0
3,2,3,6,1,1,1,7,-0.406,13.32,0
5,5,5,4,2,2,1,7,0.261,21.16,0
4,6,6,6,3,1,1,5,0.192,23.15,0
4,4,5,4,1,1,1,5,-0.75,18.61,1
4,4,6,6,1,1,1,3,0.552,22.46,1
3,3,3,2,1,1,1,5,0.839,18.73,0
5,4,3,2,1,1,1,4,0.184,18.09,1
4,5,6,6,1,1,1,2,-0.173,19.48,0
3,5,5,3,1,1,1,5,0.455,15.28,1
5,6,6,6,1,1,1,8,1.14,31.4,0
5,4,6,6,1,1,1,7,0.159,22.81,0
2,6,6,5,1,2,1,4,0.073,12.49,0
4,2,5,5,1,1,1,4,0.515,12.81,0
4,5,6,5,2,3,1,8,-0.099,20.53,0
5,6,6,6,1,1,1,5,0.114,27.46,0
5,6,5,5,1,2,1,8,0.132,34.18,1
4,4,5,4,2,3,3,7,1.493,29.35,1
5,3,5,6,1,1,1,8,1.656,28.88,1
4,4,5,6,1,1,1,7,0.731,26.34,0
4,5,6,6,1,1,1,8,1.023,25.69,1
5,3,5,6,1,1,1,8,1.067,27.61,1
4,3,5,6,1,2,2,7,-0.561,19.02,0
4,6,6,6,1,2,1,8,-1.086,21.78,1
3,5,6,5,1,1,1,4,-1.74,19.35,1
5,5,5,6,1,1,1,5,0.015,17.92,0
5,2,6,3,1,1,1,8,-1.382,26.1,0
4,6,6,3,1,1,1,8,-1.121,21.11,0
3,6,6,6,1,1,4,6,-1.88,20.03,0
2,2,2,2,1,1,1,1,-1.265,17.33,0
2,4,5,3,1,1,1,3,-0.55,15.71,1
4,5,6,5,2,1,1,6,0.139,28.18,0
4,5,6,5,1,1,1,5,1.144,30.01,1
5,6,5,5,1,1,1,4,-0.275,29.99,0
3,5,6,6,1,1,1,5,-0.783,23.96,1
5,6,6,6,1,1,1,8,0.411,30.71,0
5,6,6,6,1,1,1,7,1.288,32.68,0
5,6,6,6,1,1,1,8,1.072,18.43,0
4,4,5,5,1,1,2,7,0.827,25.36,0
5,4,4,5,1,1,1,8,1.538,29.8,0
4,3,6,5,3,1,1,8,0.692,21.4,0
5,5,6,6,2,2,2,8,0.262,24.11,0
5,5,4,2,1,1,1,7,0.24,31.06,0
5,4,6,6,3,5,5,3,0.561,15.82,0
4,6,5,5,1,1,1,7,0.188,27.27,0
3,4,5,5,1,1,1,5,0.395,20.25,1
5,5,6,4,1,4,2,8,0.834,29.68,1
3,2,6,6,1,1,1,3,0.327,15.52,0
5,2,6,5,1,1,1,5,-0.492,22.75,0
3,2,5,6,1,1,1,3,0.106,26.76,0
4,5,6,6,4,1,2,8,0.137,23.78,1
5,6,6,6,1,1,1,8,1.432,27.55,1
5,6,6,6,1,1,1,5,1.196,19.9,0
5,1,1,1,2,1,1,5,1.438,22.47,0
5,3,2,5,1,1,1,1,1.196,29.28,0
1,3,6,4,1,1,1,6,0.473,23.83,0
5,6,6,5,5,2,1,7,0.972,28.39,1
4,4,3,3,1,1,1,6,-0.395,14.6,1
4,4,6,5,2,1,2,5,-0.518,17.64,0
5,5,6,5,1,2,2,8,0.972,31.9,1
3,2,6,6,1,1,1,6,0.101,28.51,0
5,6,5,6,5,2,3,5,1.239,15.46,0
5,5,6,5,3,3,3,7,-0.225,15.3,0
4,5,6,6,3,3,1,6,-1.065,11.05,0
5,3,6,5,1,1,1,7,-0.473,20.48,0
2,3,6,5,1,1,1,6,-1.244,11.82,0
1,4,6,5,3,3,4,8,0.236,15.69,1
4,4,6,6,1,1,1,5,-0.671,14.04,0
2,3,4,2,1,1,1,3,-0.535,11.36,0
3,5,6,6,4,3,4,4,-1.168,17.41,0
3,5,2,6,1,1,1,1,0.191,27.25,1
3,2,5,5,3,1,1,3,-0.317,26.38,1
5,4,6,5,1,1,1,8,1.061,33.62,1
3,6,6,6,4,2,1,5,0.124,25.98,1
3,5,6,6,1,1,1,6,0.598,26.96,1
5,6,6,6,1,1,1,8,0.384,30.8,1
5,6,6,6,1,1,2,8,0.4,23.21,1
3,2,6,6,1,1,1,6,0.028,15.01,1
4,5,4,5,1,1,1,4,0.333,19.13,1
4,6,6,6,2,1,2,8,0.846,32.68,1
3,2,6,6,1,1,1,6,-0.693,19.33,1
4,6,6,6,3,5,5,6,0.697,23.02,1
3,3,6,5,1,1,1,5,-0.469,20.05,0
5,6,6,3,1,1,1,8,-0.12,30.03,1
4,4,6,6,1,1,1,6,0.152,24.19,1
4,6,6,5,1,1,1,7,0.671,32.27,0
4,4,6,6,1,2,2,4,0.367,21.57,0
1,3,3,2,1,3,1,3,-0.082,24.27,0
3,6,6,6,1,1,1,6,-0.835,15.34,0
4,4,5,5,1,1,1,7,0.223,16.4,0
5,6,6,6,3,4,3,8,0.114,20.09,0
3,2,3,4,1,1,2,6,0.089,13.68,0
4,6,6,6,4,4,4,7,0.905,32.68,1
3,4,5,6,1,1,1,4,0.828,22.83,0
5,6,6,6,1,3,1,8,0.22,28.09,1
4,2,2,2,1,1,2,8,0.74,22.84,0
5,2,3,3,1,1,2,8,0.943,22.24,0
1,5,2,3,1,1,1,7,-0.598,22.55,0
4,2,3,2,1,1,1,6,0.333,17.07,0
5,4,5,6,1,1,1,6,-0.33,31.17,1
4,4,6,6,3,2,1,6,0.746,23.79,1
4,6,5,6,1,1,1,7,0.253,30.34,1
4,5,5,5,1,1,1,4,0.114,16.03,1
