scigrade6,understand,workhard,challenge,choice,makemeth,ownexp,scigrade10,ses,sciach,certsci
2,3,6,6,1,1,1,5,0.454,12.8,0
4,4,4,4,1,1,1,3,-0.227,11.21,0
5,2,2,2,1,1,1,6,-0.477,26.36,0
5,3,6,5,1,1,2,6,-0.892,17.78,0
4,5,6,6,4,1,1,4,-1.284,15.05,0
5,5,6,6,1,1,1,8,-1.123,19.86,0
4,2,5,6,1,1,1,7,-0.717,11.61,0
4,6,6,6,1,1,1,8,-0.765,19.31,0
4,2,5,3,2,2,2,8,-0.463,17.92,0
2,6,6,6,1,1,1,5,0.002,19.12,1
4,3,4,2,1,1,1,1,-0.757,15.4,1
3,5,6,6,1,1,3,4,-0.211,10.85,0
4,6,6,6,1,4,4,6,-1.87,17.47,1
4,2,4,2,1,5,5,5,-0.869,22.45,1
1,5,5,5,1,1,2,4,0.2,16.92,1
2,2,5,4,1,3,1,3,-1.15,19.42,0
4,6,5,6,1,1,3,4,-1.523,25.09,0
5,4,4,4,1,1,1,8,-1.023,25.39,0
5,4,3,3,1,1,1,8,-0.336,30.7,0
2,4,6,5,1,1,1,3,-0.467,25.25,0
5,2,3,2,1,1,1,5,-0.704,13.44,0
3,2,5,5,1,1,1,5,-0.536,18.78,0
5,5,6,5,3,3,3,8,-1.741,19.9,0
2,6,6,6,3,4,2,4,-0.514,18.91,0
3,5,5,6,1,1,1,7,-0.574,31.18,0
5,6,6,6,3,1,2,8,0.243,31.03,0
4,6,5,6,1,1,2,7,0.057,22.64,0
3,4,6,6,4,1,1,8,-1.065,22.5,0
5,2,5,6,1,1,1,3,0.176,20.93,1
5,5,6,6,1,2,1,5,-0.641,17.92,1
5,5,5,6,2,1,1,6,1.21,20.34,1
3,5,6,6,1,1,1,6,-1.276,27.28,1
5,6,6,6,1,5,1,8,-0.294,25.98,1
4,4,4,4,1,1,1,5,-1.037,14.86,1
5,6,6,6,1,1,1,5,-0.055,22.54,1
3,5,6,6,2,3,1,4,-0.032,16.24,0
5,5,6,6,1,1,1,8,-0.554,26.97,1
4,2,5,5,1,2,1,5,0.905,14.17,1
4,5,6,5,1,1,2,4,-0.874,19.66,1
5,5,6,6,1,5,1,7,-1.668,14.9,1
3,6,6,5,2,2,1,6,-0.971,17.1,1
5,6,5,5,1,1,2,6,-0.197,16.96,1
2,2,6,5,1,1,1,1,-1.162,14.81,1
4,6,6,5,1,1,1,5,-0.889,23.34,0
2,5,6,5,1,1,1,6,-0.816,15.17,0
2,2,4,2,2,1,1,1,-1.043,14.36,0
5,6,5,5,1,1,1,8,0.518,33.78,0
4,4,4,5,1,1,1,1,0.599,32.46,0
3,5,6,6,1,1,2,3,1.305,21.75,0
5,5,6,6,1,1,1,3,-0.226,17.22,0
5,5,5,3,1,1,1,7,-0.423,28.71,0
3,4,3,3,1,1,1,7,-0.641,16.91,0
3,4,5,6,3,4,3,3,-0.598,14.75,0
3,3,2,5,1,1,1,3,0.279,18.76,0
4,2,6,6,1,1,1,6,-0.452,16.11,0
3,2,6,6,1,1,1,7,-0.675,14.3,0
4,6,6,6,1,1,1,6,-1.277,16.07,0
5,4,3,5,1,1,1,8,0.46,21.84,0
4,6,6,6,1,1,1,6,0.333,22.71,0
4,6,6,6,4,4,4,7,-0.733,23.49,0
4,6,6,3,1,1,1,6,-0.216,18.37,0
3,2,6,6,3,3,1,4,-0.604,10.77,1
5,6,6,6,3,1,3,7,0.034,26.88,1
5,5,6,5,1,1,1,8,0.078,19.35,0
3,6,5,5,3,1,1,4,-0.273,22.11,0
4,4,6,5,1,3,2,6,0.093,18,0
4,6,5,5,2,2,2,6,0.155,31.26,0
5,6,6,5,3,5,1,2,-0.527,12.31,0
3,4,5,4,1,1,1,5,-0.501,16.52,0
5,4,5,5,1,1,1,5,-0.503,28.39,1
4,5,5,5,1,2,1,4,-0.889,24.05,0
3,4,6,5,1,1,1,2,0.485,16.66,0
4,6,6,5,2,2,1,5,-0.853,10.6,0
3,6,6,6,1,1,1,5,-1.274,17.54,0
3,6,6,6,3,1,2,7,-1.337,21.24,0
1,6,4,2,1,1,1,3,-0.586,15.66,0
5,6,5,6,2,2,2,7,-0.149,23.31,0
4,4,6,5,3,3,2,5,-0.882,16.18,0
3,5,5,4,4,4,2,2,-0.695,11.08,1
5,6,6,6,1,1,1,7,-0.48,25.93,0
4,6,6,5,3,4,3,6,-0.177,18.71,0
2,5,6,5,1,2,1,6,-1.199,20.97,0
4,6,6,5,1,1,3,6,-0.979,17.3,0
5,6,6,5,5,1,1,3,-1.57,16.7,0
3,6,6,5,4,2,2,8,-0.943,26.65,0
5,3,3,5,2,1,2,6,0.457,26.87,0
5,5,5,4,1,3,4,5,-0.862,14.35,0
5,5,6,6,1,1,1,7,0.521,28.78,0
3,2,2,2,1,1,1,6,-0.406,24.05,1
4,5,6,5,3,3,2,5,-0.705,23.67,0
5,6,5,6,1,1,2,8,1.061,33.55,0
4,5,5,4,1,1,1,5,-1.862,16.94,1
3,2,5,4,1,1,1,3,-0.173,12.92,0
3,6,6,2,5,5,6,5,-0.871,17.85,0
3,3,6,6,1,1,1,6,-0.333,18.06,0
3,6,6,5,3,1,2,7,-0.469,16.83,0
4,6,6,5,1,1,1,8,-1.876,14.97,1
4,4,6,5,1,1,1,3,-0.431,22.8,0
5,6,6,6,2,1,1,7,-0.314,24.34,0
4,5,6,5,1,1,1,7,0.128,18.93,1
2,4,5,5,2,1,2,7,0.261,20.6,1
2,5,6,6,1,1,1,6,0.093,16.86,1
2,4,5,6,1,1,2,5,-0.844,20.9,1
3,2,4,4,1,1,2,6,1.4,15.03,1
5,6,5,5,1,2,1,5,-0.58,22.62,1
5,2,2,2,1,1,1,7,1.26,23.54,1
3,3,6,6,1,1,1,4,-1.223,11.48,1
4,3,5,5,1,1,1,7,0.896,23.29,1
5,4,6,5,1,1,1,8,1.567,25.16,1
3,5,6,6,1,1,1,7,-1.223,18.88,1
3,4,5,3,1,1,1,6,-0.737,14.72,1
3,4,5,6,1,1,1,6,-1.561,16.79,1
5,4,6,6,1,1,1,8,-0.161,18.78,1
3,3,6,6,1,1,1,7,0.132,17.5,1
2,6,3,6,2,1,2,3,-0.534,19.69,1
3,4,5,4,3,1,1,8,0.077,21.82,1
4,6,4,3,1,1,1,5,-0.24,25.91,0
4,6,6,6,1,1,1,4,-1.199,20.93,0
2,5,5,5,3,1,1,6,-0.176,16.68,0
1,2,6,4,1,1,1,6,-1.272,22.82,0
2,4,6,5,1,1,1,4,-0.255,16.63,0
5,4,6,5,2,2,2,6,-0.039,25.83,0
4,2,5,4,1,1,1,5,-0.747,24.42,0
5,3,4,5,1,1,1,7,-0.214,26.41,0
4,6,6,6,1,5,4,8,-0.331,15.33,0
5,2,6,6,1,1,1,8,-0.124,25.84,0
5,1,1,1,3,3,1,7,-1.182,18.5,0
5,4,6,6,1,1,1,7,-1.304,16.55,0
3,5,5,2,1,1,1,8,-0.571,22.74,0
5,2,6,6,1,1,1,8,-0.97,20.94,0
5,3,6,6,3,2,2,8,-0.646,28.19,0
4,6,6,6,1,3,1,7,-1.113,27.57,0
5,2,6,6,1,1,1,7,-0.439,21.22,0
2,5,6,6,1,1,2,7,-0.125,18.91,1
5,5,6,6,1,1,1,8,1.259,25.39,0
5,4,5,6,1,1,2,4,-0.032,28.33,0
5,6,6,6,2,1,3,8,0.139,32.87,0
4,4,6,5,1,3,1,7,0.027,18.14,0
3,3,4,4,1,1,1,5,-1.227,16.4,0
3,5,5,5,3,1,1,5,-0.326,17.21,0
2,5,5,5,3,3,1,7,-0.167,15.53,0
5,6,6,6,1,1,1,7,0.073,27.61,0
4,5,6,4,1,1,1,8,-0.277,16.67,0
2,5,6,6,1,1,1,1,-0.656,15.53,1
5,4,6,6,1,1,1,2,-0.016,21.66,0
3,2,6,6,1,1,1,6,-0.321,19.76,0
5,5,6,6,1,1,1,7,0.002,30.62,1
4,4,6,5,1,1,1,6,-0.89,13.8,1
2,3,6,5,1,1,1,3,0.207,14.69,1
5,4,5,6,2,1,2,7,0.859,17.35,1
5,4,6,6,1,3,1,7,-0.809,14.17,1
5,4,6,6,1,1,1,7,0.166,23.05,1
4,6,6,6,3,1,3,5,0.14,16.14,1
3,2,6,6,1,1,1,4,-0.917,15.56,1
4,6,6,6,1,1,3,5,0.002,17.42,0
5,4,5,5,1,3,1,8,-0.988,11.03,1
5,6,6,6,1,1,2,7,-0.016,27.4,0
4,3,4,4,1,1,1,8,-0.032,23.79,1
4,6,6,6,1,1,1,5,-0.656,14.62,1
4,5,5,5,1,1,1,7,-0.12,20.22,1
5,6,6,6,1,2,1,7,-0.837,19.7,0
5,6,6,6,1,1,1,8,-0.206,25.9,0
1,3,3,4,1,1,1,4,0.261,24.16,0
5,4,5,5,1,1,1,7,0.594,24.67,0
5,6,6,6,5,1,1,7,-1.804,20.86,0
5,6,6,6,1,1,1,7,0.494,23.25,0
3,5,5,6,1,1,1,5,-0.918,14.19,0
5,5,5,5,1,1,2,6,0.233,17.81,0
2,6,5,5,1,1,1,3,-0.103,13.35,0
5,3,5,5,1,1,2,5,0.618,24.27,0
3,2,3,3,1,1,1,4,-0.409,10.58,0
5,6,5,5,3,1,1,4,-0.539,18.09,0
4,6,6,5,6,2,2,5,0.383,13.99,0
3,5,5,6,1,2,1,4,-0.29,13.48,0
3,3,6,5,4,1,1,4,-0.126,15.11,0
3,2,3,4,1,1,1,1,-1.165,18.31,0
2,5,5,6,1,2,1,3,-0.015,13.46,0
3,4,6,6,1,1,1,3,-1.285,13.21,0
4,3,6,6,1,1,1,8,-1.185,16.47,0
5,3,4,6,1,1,1,4,-0.255,22.54,0
4,5,6,6,3,5,1,8,-1.707,16.64,0
4,5,6,6,1,1,1,8,-0.44,15.64,0
5,5,6,5,1,1,1,4,-1.573,20.36,0
4,2,6,3,1,1,1,7,-0.598,23.06,0
4,3,5,5,1,1,1,5,-0.11,24.9,0
4,6,6,6,1,2,1,8,-1.301,21.77,0
3,4,6,5,1,3,2,3,-0.597,21.11,1
2,6,6,5,1,4,1,7,-0.952,19.19,1
5,6,6,5,1,1,1,7,-1.819,17.21,0
5,3,6,6,3,2,1,8,0.057,29.98,1
5,3,5,6,1,1,1,7,-0.937,27.05,1
4,2,5,6,1,2,2,6,0.418,15.86,1
5,6,6,6,1,1,1,8,0.002,29.95,0
3,6,5,5,1,2,1,4,-0.603,20.1,0
3,5,6,5,2,1,1,6,0.1,21.18,0
3,6,6,5,1,1,1,4,-0.255,12.44,1
4,5,5,5,1,3,1,8,1.322,27.48,1
4,6,6,6,1,1,1,6,-1.02,18.62,0
5,5,6,6,3,3,1,5,-0.151,14.35,0
5,6,6,6,1,1,1,6,1.256,26.27,1
3,3,6,4,1,1,1,4,-1.043,18.32,1
4,5,6,6,1,1,1,6,0.276,15.81,1
5,2,6,6,1,1,2,6,-1.691,19.86,0
5,6,5,6,1,1,1,6,-0.949,21.35,0
2,3,3,4,2,1,1,5,-0.828,15.53,1
5,5,4,2,1,1,1,7,-0.304,21.49,0
5,2,6,3,1,1,1,6,-1.005,24.78,0
4,5,6,5,1,1,1,8,0.77,15.97,1
3,6,5,5,3,4,3,4,-1.562,14.46,1
4,3,2,3,1,1,1,7,-1.393,21.2,1
4,2,5,6,1,1,1,5,-0.839,13.46,0
4,4,4,3,1,1,3,8,0.744,28.11,1
5,6,6,6,1,1,1,7,-0.296,19.91,1
3,4,5,6,1,1,1,4,1.772,14.31,1
5,6,5,6,1,1,1,6,-1.389,14.59,0
4,6,6,6,4,1,1,8,0.563,18.22,0
4,5,6,6,4,3,2,4,0.602,16.95,0
3,5,4,6,1,1,1,4,-0.675,14.71,0
5,4,4,4,1,1,2,6,1.161,25.89,1
5,2,4,5,1,1,1,6,-0.737,23.13,0
5,5,6,5,5,1,1,4,-0.671,10.73,0
5,6,6,5,1,1,1,6,-1.359,21.82,0
5,4,6,5,1,1,1,7,-1.516,15.65,0
5,2,6,5,1,1,1,7,1.125,16.43,0
5,6,5,6,1,1,1,8,-0.355,23.31,0
5,6,6,6,1,1,1,6,-1.036,12.79,0
5,3,6,5,1,1,1,2,-0.701,14.1,0
5,6,6,6,5,1,1,8,-0.193,16.97,0
5,6,6,6,5,5,1,4,-0.772,14.33,0
5,3,4,3,1,1,1,7,0.333,26.84,1
4,3,6,4,1,1,1,5,0.859,20.01,1
5,3,6,6,1,1,3,7,0.96,27.77,1
4,5,5,3,1,1,1,5,0.716,22.33,1
2,5,5,3,1,1,1,5,-0.16,21.85,0
5,4,4,4,1,1,1,7,0.691,22.99,1
4,6,6,5,1,1,1,4,-0.126,19.85,0
3,2,4,4,1,1,1,6,0.62,13.63,1
5,5,5,5,3,1,1,6,1.344,27.98,1
1,3,6,3,1,1,1,4,-0.178,17.05,1
5,6,4,3,4,3,5,7,-0.469,15.19,1
5,2,5,4,5,5,5,6,0.14,10.63,0
4,4,6,6,3,1,1,7,-1.259,11.56,1
3,6,6,6,1,1,1,7,-2.25,16.83,1
5,4,6,5,1,1,1,8,-1.042,19.84,0
3,2,2,2,1,1,1,7,-0.447,26.21,0
4,6,6,6,1,1,1,4,0.765,13.55,1
4,6,6,5,1,1,1,6,-1.227,18.76,1
3,4,5,5,1,1,1,5,-0.424,12.48,1
5,6,6,6,6,1,1,5,-0.58,12.84,1
3,2,6,6,1,1,1,4,-0.032,17.45,0
5,4,6,5,1,1,1,7,0.621,16.34,1
4,4,5,6,1,2,1,5,1.286,21.53,1
5,5,5,5,1,2,1,8,1.121,32.16,0
5,2,5,5,1,1,1,3,1.205,14.43,0
3,5,5,5,2,2,1,5,0.459,17.73,0
4,6,6,6,1,1,1,8,0.418,31.95,1
5,4,5,5,1,1,1,8,1.383,31.65,0
5,4,3,5,1,5,1,8,0.052,27.34,0
4,3,5,4,4,1,1,8,1.192,14.43,0
4,6,6,5,1,2,2,7,0.355,17.61,0
5,5,3,2,1,1,1,7,-0.2,28.53,0
4,4,5,6,1,1,2,5,-0.32,19.32,0
5,6,5,6,1,1,1,7,-0.099,32.54,0
5,5,6,6,1,1,1,7,-0.026,22.08,0
2,2,6,4,3,1,1,6,0.061,26.67,0
4,4,6,5,1,1,1,4,-0.042,19.18,0
4,4,5,3,1,1,1,2,-0.205,17.03,0
5,4,4,3,1,1,1,7,1.4,30.34,1
4,6,6,6,3,2,2,8,-0.676,20.3,1
3,5,4,5,1,1,1,5,-0.376,22.69,0
4,6,6,6,1,1,1,8,-0.248,22.98,0
5,5,5,3,1,1,1,8,0.24,27.41,0
2,2,2,2,1,1,1,2,-0.332,21.6,1
5,3,6,5,1,1,1,7,0.753,17.79,0
4,6,5,5,3,1,1,6,-0.024,25.24,0
3,5,5,6,1,1,1,8,-0.881,15.24,0
2,3,4,2,1,1,1,6,-0.054,15.1,1
5,3,5,5,1,1,2,3,0.03,20.25,0
3,4,4,4,1,1,1,7,0.002,15.2,0
2,6,6,5,1,1,1,1,-1.005,18.46,1
3,4,3,4,1,1,1,7,-0.699,21.72,1
4,6,6,6,1,5,1,5,0.134,15.12,1
5,2,4,4,1,1,1,7,0.036,26.89,0
5,6,5,5,1,1,1,7,0.429,16.6,1
4,4,6,6,3,2,2,5,-1.248,13.65,1
5,4,4,5,1,1,1,6,1.738,23.76,0
4,6,6,5,3,1,1,7,-0.079,17.02,1
4,6,6,6,1,1,1,8,-1.682,12.15,1
5,5,4,5,1,1,1,6,0.023,22.41,1
5,4,6,6,1,1,2,7,-1.516,30.87,1
3,6,5,4,1,1,1,7,-1.488,19.05,1
4,2,3,2,1,2,2,5,0.012,14.3,0
3,3,3,6,1,1,1,3,-1.474,16.42,0
4,6,6,6,1,2,3,8,-0.375,21.2,0
3,3,5,5,1,1,1,1,-1.712,18.81,0
3,4,5,6,4,2,2,3,-1.1,14.24,0
5,6,6,5,1,1,1,8,-0.556,15.51,0
4,4,6,2,1,5,5,7,-0.375,26.83,0
4,5,5,6,1,2,4,2,-0.682,17.55,0
4,6,5,6,2,3,2,2,0.805,18.94,0
5,2,4,4,3,3,3,1,-2.056,15.87,0
4,3,6,2,1,1,1,7,-0.694,19.95,1
4,3,5,3,1,1,1,6,0.424,25.38,0
5,4,3,4,1,1,1,4,-0.526,30.74,1
4,3,5,3,3,1,1,7,-0.122,20.52,1
5,6,6,6,1,1,1,8,1.122,34.68,0
5,5,6,5,1,1,1,6,0.851,17.92,1
4,4,6,6,1,1,1,7,-0.624,20.17,0
5,2,2,3,1,1,1,7,0.084,26.73,0
4,6,5,5,1,1,1,7,1.355,29.15,0
5,5,5,5,1,1,1,8,-0.302,25.17,1
4,6,6,6,1,3,1,7,-0.568,28.9,0
5,6,6,6,1,1,1,8,-0.839,25.16,1
5,6,6,6,2,1,1,8,0.229,20.51,1
4,6,6,6,1,1,1,8,0.061,22.24,0
2,2,6,2,1,1,1,4,-1.384,10.55,0
5,6,6,5,1,1,1,7,0.554,27.7,1
4,5,6,6,1,4,1,5,0.136,22.21,1
4,4,6,6,1,1,1,6,-0.647,18.08,1
3,5,2,5,1,1,1,6,0.262,25.01,0
1,5,5,5,1,1,1,1,-0.837,24.29,0
5,5,6,6,1,1,1,7,-0.62,19.32,1
2,6,5,5,2,1,1,2,-0.418,13.51,0
3,4,6,6,1,1,1,6,-0.322,17.96,0
5,5,6,6,1,1,1,5,1.102,25.08,1
4,5,6,6,1,1,1,7,-1.197,27.33,1
5,6,6,6,2,1,2,8,-1.04,15.87,0
4,6,6,6,1,1,1,8,-1.87,15.54,1
4,4,5,5,2,3,2,6,-1.233,14.12,1
4,3,4,4,1,2,1,7,-1.641,13.28,1
3,3,6,2,1,1,1,4,0.899,18.64,1
5,6,5,5,1,1,1,5,-1.492,20.62,0
5,2,3,5,3,3,2,3,-1.488,13.37,1
4,6,6,6,2,2,3,7,-1.583,25.76,1
2,5,6,4,5,4,5,4,-1.583,18.13,1
4,6,6,6,1,1,1,7,1.378,20.13,1
5,4,3,3,3,1,1,8,0.383,34.07,0
5,3,5,4,1,1,1,7,0.234,33.62,0
5,2,5,4,1,1,1,7,0.241,31.09,0
3,2,5,5,1,1,1,5,0.92,24.65,0
3,4,4,2,1,3,1,7,0.553,18.5,0
5,4,6,5,1,1,1,8,0.255,23.2,0
3,2,6,5,1,1,1,6,1.332,22.57,0
5,5,6,6,1,1,1,5,0.33,25.06,0
5,6,6,5,2,1,1,8,0.312,31.46,0
3,5,6,6,1,1,3,6,0.12,19.27,1
4,2,5,4,3,3,1,8,0.002,12.64,0
3,2,6,5,4,3,4,8,-0.21,14.34,1
4,2,5,3,1,1,1,4,-0.418,14.34,1
4,5,5,5,1,3,2,7,-0.156,16.02,0
5,6,6,5,1,1,1,8,-0.5,18.38,0
5,5,5,5,1,1,1,7,-1.573,13.94,0
3,2,5,4,1,1,1,3,-0.216,15.47,0
3,4,5,5,1,1,1,2,0.322,18.73,0
3,6,6,6,1,1,2,5,0.065,15.76,0
5,4,4,4,1,1,3,7,0.656,15.38,0
4,5,6,4,3,3,1,7,-0.198,27.38,0
4,2,6,3,1,1,1,8,0.024,21,1
5,5,6,6,1,1,1,7,1.195,33.11,1
5,6,6,5,1,1,1,8,1.656,31.58,1
4,5,6,6,1,1,1,3,-0.548,19.14,0
5,6,6,6,1,1,1,7,0.878,32.92,1
4,6,6,6,1,1,1,6,0.937,28.3,1
5,5,6,5,1,3,2,8,0.972,32.94,1
5,6,6,6,2,1,1,8,0.76,33.77,1
4,3,5,6,1,1,1,5,0.416,32.29,1
5,4,5,5,1,1,1,7,-0.454,32.71,1
4,6,6,6,1,1,1,8,1.455,29.63,1
5,6,5,6,2,2,2,7,0.519,34.64,1
3,5,6,6,1,1,1,7,-0.647,25.28,1
5,4,6,5,2,1,1,8,0.715,29.42,0
4,4,5,6,1,1,1,5,0.484,23.45,1
3,3,6,4,3,1,1,5,-0.971,12.33,0
5,5,6,5,1,1,1,8,0.402,17.84,0
4,2,3,3,1,2,1,4,-0.426,24.07,0
5,2,6,6,1,1,1,2,-1.489,17.76,0
5,4,5,3,1,1,1,4,-1.568,15.53,0
3,4,4,5,1,3,1,8,-0.447,11.88,0
5,6,6,6,3,3,3,7,0.878,25.65,0
4,6,5,5,1,1,1,8,0.135,20.99,1
4,3,6,4,1,1,1,6,-0.038,23.65,0
3,6,6,6,1,1,2,7,0.839,23,0
5,2,5,5,1,1,1,7,0.915,27.28,1
2,5,6,5,2,1,2,3,-0.068,19.25,1
4,5,6,6,1,1,1,7,0.243,22.26,1
4,6,5,5,1,1,1,4,0.005,16.13,1
4,6,2,6,1,1,2,8,0.165,26.93,1
4,5,6,6,1,1,1,8,0.676,21.73,1
5,6,6,6,1,1,1,8,1.377,29.01,0
5,5,5,5,2,1,3,6,0.418,24.71,1
4,6,6,6,2,2,2,7,0.036,17.73,0
3,4,3,6,3,1,1,3,0.619,23.81,0
3,2,5,3,1,3,1,6,0.013,21.77,0
5,2,6,6,5,5,5,7,-0.451,24.22,1
4,5,5,5,1,1,1,7,-0.674,19.36,1
3,5,6,3,1,1,1,6,0.253,28.36,1
3,4,5,5,2,1,2,7,0.473,31.97,0
4,3,6,3,1,1,1,5,-0.126,23.27,1
5,5,3,5,1,1,1,4,-0.135,31.09,1
5,5,4,3,1,1,1,5,-0.682,19.69,1
3,6,6,6,1,1,1,8,-0.918,17.93,1
5,2,4,3,1,1,1,8,-0.422,31.74,1
1,5,6,6,1,1,1,4,-0.612,16.11,1
4,3,2,2,1,2,1,4,-0.661,13.69,0
5,2,5,6,3,1,1,4,-0.747,16.83,0
5,2,6,4,1,1,1,6,-0.249,24.51,0
2,5,6,5,1,1,1,5,-0.887,18.19,0
4,5,4,5,1,1,1,8,0.191,27.94,0
3,6,6,6,1,1,1,7,-0.198,24.22,0
3,2,6,2,1,2,1,5,-0.355,21.57,1
5,3,5,6,1,1,1,7,0.057,25.49,1
2,6,5,6,2,1,2,3,-0.681,25.2,0
4,3,6,2,1,1,1,5,-1.34,13.41,1
4,2,2,2,1,1,1,8,-1.042,23.33,0
3,4,5,4,1,1,1,3,0.477,13.51,1
4,4,6,4,2,1,2,6,-1.388,13.56,1
4,2,6,6,1,1,1,5,-0.032,19.86,0
4,5,6,6,1,2,1,5,0.057,27.14,0
4,4,5,4,1,1,1,7,0.961,13.65,1
4,4,6,6,1,1,1,7,-0.692,23.95,1
2,6,6,6,1,1,1,2,-2.004,29.75,0
4,4,5,6,4,2,2,7,0.23,31.06,0
3,5,6,6,1,1,1,5,0.077,19.91,0
2,5,6,5,1,1,1,6,-1.281,16.62,0
4,5,5,5,1,2,1,4,-0.445,10.48,1
4,6,4,3,1,1,1,3,0.745,23.78,0
2,5,4,5,2,2,1,7,-1.335,28.82,0
5,4,5,4,1,1,1,3,0.057,16.92,0
4,5,6,6,1,1,1,4,-0.75,25.25,0
3,5,6,6,3,3,2,7,-0.221,23.53,0
5,3,6,6,1,1,1,8,-0.549,26.89,0
5,6,6,6,1,1,1,8,0.354,28.31,1
3,5,3,5,1,2,1,2,-0.126,27.03,0
5,6,6,5,4,2,2,8,-0.622,29.68,1
3,4,6,6,1,1,1,3,-0.156,13.98,1
5,5,5,6,1,1,1,5,0.888,13.36,1
5,6,6,6,2,2,1,8,0.233,26.04,1
3,6,6,5,1,1,1,5,-1.565,16.51,0
5,6,6,6,1,1,1,8,0.735,30.89,0
5,6,6,5,1,1,1,8,-0.188,28.85,0
4,6,6,6,1,1,1,7,0.48,21.48,0
4,6,5,6,1,2,1,5,-0.164,29.57,1
5,5,6,6,1,1,1,6,-0.294,24.53,0
5,6,6,6,5,4,3,8,-0.548,31.46,0
3,5,6,6,1,1,1,7,-0.205,19.77,0
4,6,6,5,1,2,1,2,0.082,21.85,0
4,3,4,6,1,1,1,3,-0.195,13.21,0
4,2,2,2,1,1,1,7,0.305,20.65,0
5,6,6,6,1,1,1,5,0.421,22.38,0
3,6,6,6,1,1,1,8,-0.47,13.3,0
3,5,4,4,3,4,4,7,-1.245,17.59,1
5,3,5,6,3,1,1,5,-0.218,21.65,0
4,4,5,4,3,1,1,7,0.578,23.52,0
5,5,6,6,1,1,1,8,-1.078,25.49,1
4,6,6,5,3,1,1,5,-0.177,15.66,0
5,5,6,6,3,1,1,7,-0.5,21.49,0
4,4,5,4,1,1,1,4,0.161,23.81,0
5,5,6,5,1,1,1,7,-0.274,18.26,0
4,6,6,6,1,1,1,5,-0.355,24.99,0
3,6,6,2,3,1,2,8,0.638,11.39,0
4,5,3,4,1,1,1,6,-0.501,11.79,0
4,2,6,5,1,1,1,4,-0.158,13.14,0
3,4,6,2,1,1,4,4,0.699,15.35,0
5,5,6,5,1,1,1,8,0.559,31.85,0
4,6,6,6,1,1,1,5,1,24.19,0
3,6,5,5,1,1,2,7,-0.682,28.89,1
3,4,5,4,1,1,1,6,0.937,17.56,0
4,4,6,5,3,1,1,6,-0.55,25.69,0
4,3,4,5,1,1,1,7,0.316,17.92,1
5,2,3,2,1,1,1,7,0.108,21.21,0
4,2,6,5,1,2,1,7,1.441,19.9,1
3,2,3,3,1,1,1,6,0.998,25.12,0
4,4,5,4,1,1,1,8,1.061,21.99,1
5,4,4,6,1,1,2,7,0.238,24.57,1
5,5,6,6,2,1,1,7,0.194,14.62,1
4,3,5,5,1,1,1,5,-0.191,24.14,0
4,5,6,5,1,1,1,8,1.157,20.86,0
4,3,4,6,1,2,2,6,1.075,28.53,0
3,4,5,4,1,1,1,8,-0.765,23.34,0
4,6,6,5,3,1,1,4,-0.083,24.58,0
5,5,6,6,4,1,1,8,-0.109,25.61,0
4,3,3,6,1,1,1,3,-0.076,27.43,0
5,6,6,6,1,2,1,4,-1.018,21.01,0
4,5,5,5,3,2,2,7,-0.423,16.87,0
5,6,6,6,3,3,3,8,-0.587,13.76,0
4,2,6,3,4,3,3,6,-1.045,16.84,0
3,6,6,6,1,1,1,2,-0.457,15.6,0
4,4,4,4,1,2,1,6,-0.423,18.11,0
3,5,4,4,1,1,1,5,-0.661,22.87,0
4,6,6,6,1,1,1,6,0.378,13.73,0
5,6,6,6,1,1,1,7,0.237,28.07,0
5,6,5,5,1,1,1,7,0.283,20.62,0
4,5,6,6,1,1,1,7,-0.417,19.79,1
5,6,6,6,1,2,1,6,0.026,21.32,0
5,6,2,2,1,1,1,5,-0.787,19.1,1
5,3,5,6,1,1,1,5,0.084,21.61,1
2,3,6,3,1,1,1,5,-0.34,20.95,0
5,6,6,6,1,1,1,6,-0.971,20.51,1
5,5,3,5,1,1,1,8,0.336,21.37,1
3,3,3,4,1,1,1,3,-1.204,19.41,1
5,4,3,3,1,1,1,7,0.552,24.42,1
5,5,6,4,1,1,1,8,-0.792,27.07,1
2,5,5,6,3,1,2,5,-0.889,13.31,0
5,6,6,6,2,2,2,8,-1.038,26.92,1
5,5,6,5,2,1,1,7,0.228,27.72,1
3,2,3,3,1,1,1,3,-0.346,21.91,1
2,4,6,6,1,1,1,5,-1.147,18.57,1
5,6,6,6,1,1,1,6,-0.709,24.1,1
5,6,6,6,1,1,1,8,-0.276,24.2,1
3,4,5,5,1,1,1,7,0.214,14.39,0
2,4,5,3,1,1,2,7,-1.307,14.74,0
3,5,4,3,3,3,2,6,-1.249,15.66,1
4,3,6,2,3,3,3,8,0.112,32.94,1
5,5,6,6,1,1,1,7,-1.199,20.82,0
3,6,4,6,1,1,1,5,-1.524,16.18,0
2,2,4,5,1,1,1,3,-0.858,15.52,0
2,5,6,6,1,1,4,5,-1.002,18.68,0
4,2,6,5,4,1,1,4,-0.356,16.09,1
4,3,2,3,1,1,1,8,-1.453,22.36,0
5,4,5,6,3,1,1,6,-0.5,21.67,1
3,4,6,6,1,1,3,5,0.155,17.74,1
3,4,5,5,1,2,1,5,0.072,26.55,0
1,5,6,6,1,1,1,1,-0.55,16.46,0
5,2,5,5,1,1,1,7,-0.353,30.48,1
