id,schid,getalng,spirit,strict,fair,racefrnd,disrupt,tchgood,tchint,tchprais,putdown,studown,listen,feelsafe,impede,misbehav,private
7217905,72179,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,0
7217934,72179,2,2,3,2,1,2,2,2,2,4,4,2,4,2,3,0
7221210,72212,3,3,3,2,2,2,3,2,3,2,3,2,4,2,2,0
7221231,72212,3,2,3,2,1,1,3,2,2,1,3,3,4,2,3,0
7221269,72212,2,3,3,2,2,1,2,2,2,3,3,2,3,2,1,0
7221820,72218,2,3,2,2,2,3,2,2,3,3,3,2,4,3,3,0
7227505,72275,2,3,2,3,2,1,2,2,3,3,3,3,3,2,2,0
7227507,72275,1,2,3,2,1,3,2,2,2,4,4,2,3,4,4,0
7227540,72275,2,2,3,2,2,3,2,2,3,3,3,2,4,1,3,0
7227567,72275,1,2,3,2,2,2,1,1,1,3,3,2,4,3,2,0
7227591,72275,2,3,2,2,1,1,2,2,3,4,4,1,3,4,1,0
7229267,72292,2,3,2,2,1,1,2,2,3,3,2,2,2,2,2,0
7230087,72300,2,3,1,3,3,2,4,4,4,1,2,4,3,2,1,0
7232376,72323,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,0
7232819,72328,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,0
7232887,72328,2,3,2,3,2,3,3,3,2,3,3,3,4,4,4,0
7233680,72336,2,4,3,3,2,1,2,2,2,3,3,2,3,1,1,0
7236394,72363,2,2,3,2,2,2,2,2,1,4,2,2,4,4,2,0
7237541,72375,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
7238591,72385,2,2,3,2,1,2,2,2,1,4,4,2,4,3,3,0
7239159,72391,2,1,3,2,2,3,2,2,2,3,3,2,4,4,3,0
7239173,72391,2,2,2,2,2,1,2,2,2,3,4,2,4,2,3,0
7241117,72411,3,3,2,2,2,2,2,3,2,4,4,2,4,3,3,0
7241551,72415,2,2,3,8,2,1,3,2,2,2,3,2,3,3,1,0
7244075,72440,2,2,3,3,1,3,2,2,3,3,4,2,3,3,2,0
7244084,72440,2,1,2,3,2,2,2,2,3,3,4,2,4,1,4,0
7247282,72472,2,3,2,2,2,3,1,2,1,3,4,2,4,2,3,0
7247788,72477,2,2,2,2,2,3,2,2,2,4,2,4,2,8,3,0
7247791,72477,2,1,2,2,2,3,2,2,2,3,3,2,4,2,2,0
7248617,72486,2,2,3,2,2,1,3,3,3,3,3,3,4,3,2,0
7251671,72516,2,2,3,2,2,1,3,2,2,3,4,3,4,2,2,0
7252717,72527,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,0
7252737,72527,2,3,2,3,3,2,3,3,2,3,3,2,3,2,2,0
7255085,72550,3,3,1,4,2,1,2,2,4,3,2,3,3,1,2,0
7257301,72573,2,3,1,3,1,3,1,4,2,3,3,4,3,3,3,0
7257396,72573,2,1,3,2,4,3,2,2,4,3,4,3,1,3,4,0
7257709,72577,3,4,2,4,1,2,2,3,2,3,3,1,2,2,1,0
7258041,72580,2,3,2,2,1,3,2,3,3,3,3,3,4,2,3,0
7261767,72617,2,2,1,3,2,1,3,4,4,3,1,2,3,4,4,0
7264326,72643,2,3,2,3,2,3,2,2,2,3,2,2,3,2,3,0
7266830,72668,2,1,8,3,3,2,2,2,3,3,3,2,4,3,2,0
7269899,72698,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,0
7271510,72715,2,3,2,2,2,2,2,3,2,3,3,2,3,3,3,0
7272531,72725,2,4,4,3,2,1,2,2,2,1,3,2,3,3,2,0
7272533,72725,2,2,2,2,1,3,1,2,1,3,4,2,4,2,4,0
7273060,72730,2,3,3,2,2,2,2,2,2,4,4,2,4,2,2,0
7277693,72776,2,3,2,3,1,2,2,2,2,3,2,2,3,2,2,0
7279244,72792,1,2,2,1,2,3,2,2,2,3,3,2,4,2,3,0
7280360,72803,2,2,2,3,2,2,2,2,3,2,3,2,4,2,2,0
7281511,72815,2,2,3,2,2,2,2,2,2,4,4,2,3,3,3,0
7282847,72828,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,0
7282891,72828,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,0
7283410,72834,3,3,3,2,1,3,2,2,2,4,4,2,4,2,3,0
7285052,72850,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,0
7286534,72865,2,4,3,2,3,2,2,2,3,3,3,8,4,3,2,0
7286567,72865,2,2,4,2,2,3,2,2,2,3,3,2,4,3,1,0
7288216,72882,2,2,2,2,1,1,8,2,3,1,2,4,4,2,2,0
7293916,72939,2,1,2,2,2,3,2,2,2,3,3,2,4,3,2,0
7295695,72956,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,0
7295775,72957,2,2,3,3,2,3,2,2,3,4,4,2,4,4,4,0
7297357,72973,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,0
7701590,77015,2,2,2,2,2,2,2,2,2,3,3,2,4,4,4,0
7706907,77069,3,2,1,2,1,1,2,1,4,4,2,1,4,4,3,0
7709867,77098,2,1,3,2,1,2,1,2,1,4,2,1,4,4,1,0
7714703,77147,2,3,3,2,4,2,2,2,1,3,3,2,4,2,2,0
7727924,77279,2,3,2,2,2,2,3,3,2,3,3,3,3,2,2,0
7728550,77285,3,2,1,3,2,2,2,3,2,4,3,2,3,2,2,0
7730455,77304,3,2,3,2,2,3,2,3,2,3,3,2,3,1,3,0
7730492,77304,3,2,2,3,2,2,2,2,2,3,2,3,4,3,2,0
7732810,77328,2,1,3,2,1,2,2,2,2,3,3,3,3,2,3,0
7740358,77403,2,2,2,2,1,1,2,2,2,3,3,2,4,2,3,0
7745627,77456,2,2,1,3,2,3,2,2,2,4,3,2,4,4,2,0
7745681,77456,2,2,2,2,2,2,2,2,2,3,4,3,4,4,3,0
7745682,77456,2,2,3,2,1,2,2,2,3,4,3,2,4,1,1,0
7746022,77460,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,0
7746067,77460,2,2,3,2,2,2,2,2,2,4,3,2,3,2,2,0
7751891,77518,2,2,2,2,2,3,2,2,3,3,3,2,3,2,3,0
7753791,77537,2,2,3,3,1,3,2,2,2,3,3,3,3,2,2,0
7755276,77552,2,3,3,2,2,1,8,2,2,3,2,2,3,2,1,0
7759001,77590,3,3,3,3,2,3,2,2,2,4,4,3,4,2,2,0
7759047,77590,3,2,3,2,2,2,2,2,3,3,3,2,4,2,2,0
7763013,77630,2,2,2,2,2,3,2,2,3,3,3,2,3,3,3,0
7763050,77630,2,2,3,2,1,2,2,2,2,3,3,2,4,1,2,0
7767392,77673,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,0
7768495,77684,1,2,4,4,1,2,2,2,2,2,3,3,3,2,3,0
7771154,77711,3,2,2,2,1,2,3,2,2,3,3,2,3,3,2,0
7774946,77749,2,1,2,2,2,3,2,2,2,3,3,2,4,4,4,0
7779501,77795,2,2,2,3,1,2,2,2,1,3,4,2,4,3,3,0
7779558,77795,2,2,2,2,3,3,2,2,3,2,3,2,3,2,1,0
7780736,77807,3,3,2,2,2,2,3,3,3,3,3,2,3,2,2,0
7780779,77807,2,2,3,3,1,1,2,3,3,2,3,2,3,2,2,0
7785044,77850,3,3,1,4,2,2,2,3,3,4,2,3,4,4,2,0
7786542,77865,2,2,1,2,1,2,2,2,2,3,3,2,3,2,2,0
7788046,77880,2,3,2,2,2,1,2,2,3,3,3,2,4,2,2,0
7794901,77949,2,3,2,3,2,2,2,2,3,3,2,2,3,3,2,0
7806138,78061,1,2,2,1,2,3,1,1,1,4,4,2,4,3,3,0
7807734,78077,1,2,3,2,2,2,1,1,1,4,4,1,4,3,2,0
7809901,78099,2,2,2,3,4,1,3,4,1,4,4,3,3,2,2,0
7810125,78101,2,2,3,2,2,2,2,2,2,3,3,3,3,2,2,0
7811522,78115,3,3,2,3,2,2,2,2,2,2,3,3,2,3,3,0
7813765,78137,3,2,2,3,2,2,2,2,2,2,3,2,4,1,3,0
7813887,78138,2,3,2,2,3,2,2,1,2,4,3,1,4,3,3,0
7814823,78148,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,0
7816712,78167,2,1,2,2,2,2,2,3,2,3,2,2,3,2,2,0
7816715,78167,2,3,2,3,2,1,3,2,2,3,3,3,3,2,2,0
7817558,78175,2,2,2,2,3,3,2,2,2,3,1,3,3,2,2,0
7817992,78179,3,1,3,2,4,2,2,2,3,3,3,2,4,2,2,0
7823256,78232,2,2,2,2,2,3,2,2,2,3,3,2,3,2,3,0
7831107,78311,3,2,2,2,2,2,2,3,2,2,3,2,3,3,3,0
7831165,78311,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,0
7831166,78311,3,4,3,2,3,2,2,2,3,3,3,2,4,3,1,0
7831277,78312,2,2,3,2,2,3,2,2,3,3,3,2,4,2,3,0
7833087,78330,3,2,3,2,1,3,2,2,2,3,3,2,2,3,3,0
7835689,78356,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0
7837205,78372,2,3,2,4,2,1,2,2,2,3,2,2,3,3,3,0
7837602,78376,2,1,3,2,2,3,2,2,2,3,3,2,4,3,2,0
7837693,78376,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,0
7846352,78463,3,2,2,2,2,1,4,2,2,3,2,2,4,1,1,0
7850405,78504,3,2,2,8,2,3,2,2,2,3,3,2,3,3,3,0
7850421,78504,2,2,2,2,2,3,2,2,2,3,3,2,4,4,3,0
7850576,78505,3,3,3,3,2,1,3,3,3,2,3,3,3,3,2,0
7850718,78507,3,3,3,3,2,2,3,3,3,2,2,3,3,3,1,0
7850742,78507,2,2,1,4,2,2,2,3,3,3,3,2,4,3,2,0
7850760,78507,2,2,3,2,4,2,2,2,2,3,3,2,3,2,3,0
7850857,78508,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,0
7850859,78508,2,4,3,2,2,2,2,2,2,3,3,2,4,2,2,0
7853329,78533,3,3,3,3,2,2,3,3,3,3,4,3,4,3,2,0
7853334,78533,2,2,2,2,8,3,2,2,2,3,3,2,3,3,2,0
7864925,78649,2,1,3,2,2,2,2,2,2,3,3,2,3,3,3,0
7865105,78651,2,2,3,3,2,3,3,3,2,4,3,2,4,2,2,0
7865118,78651,3,2,1,2,2,2,2,2,3,3,3,2,3,3,3,0
7865184,78651,1,2,3,2,2,3,3,2,2,3,3,2,4,3,2,0
7870576,78705,2,3,2,2,3,1,2,2,2,3,3,3,3,2,2,0
7870590,78705,2,2,2,2,2,3,2,3,2,4,3,3,3,1,1,0
7884142,78841,1,4,3,2,2,3,2,2,1,3,3,2,4,3,3,0
7885946,78859,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,0
7892239,78922,2,3,2,3,3,2,2,3,2,3,2,2,4,2,2,0
7892250,78922,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
7895602,78956,2,2,2,3,2,2,2,2,3,3,3,3,3,3,2,0
7895621,78956,2,3,3,2,3,3,2,2,2,3,2,3,3,3,2,0
7895660,78956,2,2,3,4,2,2,8,3,2,3,3,3,4,2,1,0
7908620,79086,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
7908634,79086,2,3,2,2,2,2,2,2,3,4,4,2,3,3,2,0
7957697,79576,2,2,2,2,2,2,2,2,2,3,3,2,4,2,3,0
7979024,79790,2,2,3,2,1,3,1,2,2,2,3,3,4,3,2,0
9163761,91637,2,4,3,2,2,3,3,3,3,3,3,3,4,3,2,0
2906146,29061,1,2,2,1,1,3,1,1,1,4,3,1,4,4,3,1
2906150,29061,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,1
2906153,29061,2,4,2,2,2,3,2,2,3,1,3,2,4,4,3,1
2906159,29061,2,3,2,2,2,2,1,2,2,3,3,2,4,3,2,1
2906162,29061,1,3,1,4,2,3,1,1,3,1,3,3,4,2,4,1
2906163,29061,1,3,1,1,2,2,1,1,1,4,4,1,4,3,4,1
2906169,29061,1,2,2,1,2,3,2,2,2,3,1,2,4,3,3,1
2906171,29061,2,2,2,2,2,3,2,2,2,4,4,2,4,4,3,1
2906174,29061,2,1,2,2,1,2,1,1,2,2,2,2,4,2,3,1
2906179,29061,1,2,2,2,1,3,1,1,2,4,4,1,4,3,4,1
2906183,29061,2,3,3,2,2,1,2,2,3,4,3,2,3,2,2,1
2906187,29061,2,4,1,2,2,3,2,2,2,3,3,3,4,3,3,1
2906188,29061,2,2,3,2,2,3,1,2,3,4,3,1,4,4,2,1
2906193,29061,2,3,3,1,3,3,1,2,2,3,3,2,4,3,3,1
2906194,29061,2,3,4,1,2,2,1,1,2,2,4,2,4,2,3,1
2936901,29369,3,3,2,2,3,2,2,1,1,3,2,1,3,2,1,1
2936906,29369,2,2,2,2,3,8,2,2,3,3,2,2,3,1,2,1
2936913,29369,2,2,2,2,4,1,2,2,2,2,3,3,4,3,2,1
2936915,29369,1,1,3,2,3,1,1,2,3,3,4,2,4,4,1,1
2936919,29369,2,1,3,4,2,2,3,2,3,3,3,3,3,4,2,1
2936921,29369,3,2,3,2,4,2,2,3,3,3,3,2,3,2,2,1
2936924,29369,2,1,3,2,3,1,2,1,1,3,3,2,4,1,2,1
2936927,29369,2,2,3,2,2,2,1,2,2,3,3,3,4,3,1,1
2936929,29369,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,1
2936934,29369,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1
2936935,29369,2,2,2,2,2,2,2,2,2,4,2,2,4,2,3,1
2936954,29369,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,1
2936960,29369,2,2,3,2,2,1,2,1,2,4,3,1,4,2,3,1
2936962,29369,2,1,3,1,2,3,2,2,3,3,3,2,4,3,2,1
2936966,29369,2,2,3,3,2,2,2,2,3,3,3,3,3,2,2,1
2936967,29369,2,2,4,2,4,1,2,3,3,2,2,4,3,2,2,1
2936969,29369,2,2,1,2,2,1,2,2,3,3,8,3,3,3,3,1
2936972,29369,4,3,2,2,3,4,2,2,2,2,1,3,2,1,2,1
2936973,29369,3,2,3,3,3,2,3,2,3,3,3,3,3,2,2,1
2936975,29369,3,2,2,2,3,2,2,1,3,2,3,3,3,3,3,1
2936977,29369,2,3,3,1,4,1,2,2,3,3,3,4,4,1,1,1
2936982,29369,2,3,3,4,3,1,2,3,3,3,3,3,4,2,1,1
2936984,29369,2,3,3,2,2,3,2,2,3,4,4,1,4,2,1,1
2936985,29369,2,2,3,4,2,1,3,2,3,3,3,2,3,3,2,1
2936993,29369,2,3,3,2,3,2,3,3,4,3,3,3,3,3,3,1
2936994,29369,2,2,3,3,2,1,2,3,3,1,2,2,4,2,1,1
2957315,29573,2,3,2,2,2,2,2,2,2,3,3,2,4,3,2,1
2957339,29573,2,4,3,3,2,1,2,2,2,1,2,2,1,2,1,1
2998000,29980,2,2,2,1,2,2,2,3,3,3,2,3,2,2,3,1
2998002,29980,3,1,1,3,2,2,2,3,4,2,3,2,3,8,2,1
2998009,29980,3,3,1,3,2,3,2,2,3,1,4,2,4,4,4,1
2998012,29980,2,1,1,1,1,2,1,2,2,4,3,2,4,3,3,1
2998013,29980,2,2,2,2,2,1,2,1,2,3,2,2,4,3,2,1
2998017,29980,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,1
2998018,29980,2,3,2,1,2,2,2,2,3,4,4,1,4,4,2,1
2998019,29980,2,3,2,2,2,1,2,3,4,2,2,3,4,3,1,1
2998023,29980,3,2,1,3,1,1,2,2,2,3,4,4,4,4,3,1
2998028,29980,3,2,1,2,3,3,2,3,3,3,3,3,4,3,2,1
2998036,29980,2,2,2,2,2,2,2,2,2,3,3,2,4,3,3,1
2998038,29980,2,2,1,2,2,3,2,2,2,3,3,2,4,3,3,1
2998043,29980,2,2,2,2,2,2,1,1,1,3,2,2,4,2,3,1
2998044,29980,2,3,2,1,2,3,1,2,3,3,3,3,4,4,3,1
2998047,29980,2,3,2,2,2,2,3,3,3,2,3,3,3,3,2,1
2998051,29980,2,3,2,2,2,2,2,2,2,3,3,2,3,3,2,1
2998052,29980,2,2,2,1,2,3,2,2,2,3,3,2,4,2,4,1
2998056,29980,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,1
2998060,29980,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1
2998061,29980,2,1,1,2,2,3,2,1,2,4,4,1,4,3,3,1
2998067,29980,3,3,2,2,2,1,4,2,3,3,3,2,4,3,2,1
2998070,29980,3,2,1,3,2,3,2,3,3,2,3,4,3,4,2,1
2998079,29980,2,3,1,2,2,2,2,3,3,3,1,3,4,1,4,1
2998080,29980,3,3,2,2,2,2,2,3,2,2,3,4,4,3,3,1
2998091,29980,3,2,2,2,2,2,2,3,3,3,4,4,3,4,4,1
2998092,29980,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,1
2998093,29980,2,3,1,2,2,1,1,1,2,1,3,2,4,3,2,1
3409818,34098,2,2,3,2,2,3,1,2,3,4,3,3,4,3,1,1
4547660,45476,2,3,3,2,2,3,3,2,1,4,3,2,4,3,3,1
5400260,54002,2,2,2,2,1,1,1,2,3,3,6,1,4,3,3,1
5407702,54077,2,3,3,2,2,2,2,2,1,4,4,2,4,4,2,1
5407704,54077,2,2,2,2,2,3,1,2,2,4,3,2,4,3,3,1
5407707,54077,2,2,2,2,2,1,2,2,2,3,3,3,3,2,2,1
5407713,54077,2,2,1,2,3,2,2,2,3,3,3,3,4,3,2,1
5407738,54077,2,2,2,3,2,3,3,2,2,4,3,2,4,4,3,1
5407759,54077,2,2,2,3,2,2,2,2,2,3,4,2,4,3,2,1
5407763,54077,2,1,1,3,2,1,2,3,2,2,3,3,4,3,2,1
5407770,54077,1,2,2,3,1,4,1,1,2,4,3,1,4,2,3,1
5407773,54077,2,3,2,1,2,3,2,2,2,4,4,2,4,4,1,1
5407774,54077,2,3,2,2,2,2,2,1,2,3,3,2,4,4,2,1
5407790,54077,3,4,2,3,1,3,4,2,3,2,4,2,3,4,3,1
5407798,54077,2,2,2,2,2,2,1,2,2,4,4,2,4,3,3,1
5412724,54127,1,1,3,1,1,3,1,1,1,4,4,1,4,3,2,1
5412738,54127,2,2,2,2,2,3,2,2,2,4,4,2,4,3,3,1
5412741,54127,3,1,1,3,2,4,1,1,3,3,4,3,4,4,4,1
5412755,54127,1,2,2,1,2,2,1,1,2,3,2,2,4,2,2,1
5412757,54127,2,2,2,2,2,3,1,1,2,4,4,1,4,4,3,1
5412769,54127,2,1,2,2,2,3,1,2,1,4,4,1,4,4,3,1
5412774,54127,2,2,2,3,2,3,2,1,3,3,3,2,4,4,3,1
5412786,54127,1,2,3,2,1,2,1,1,1,2,3,1,4,1,3,1
5425905,54259,2,3,4,1,2,2,2,2,2,3,3,2,3,2,2,1
5425914,54259,3,2,3,2,2,2,1,2,2,2,3,2,4,3,1,1
5425915,54259,2,3,2,2,2,3,2,2,3,2,3,3,3,3,2,1
5425916,54259,2,3,1,3,3,2,2,2,3,3,3,3,3,3,3,1
5425921,54259,2,3,2,1,2,3,1,2,3,4,3,2,8,4,1,1
5425950,54259,2,4,1,3,2,3,1,1,2,3,3,2,4,2,1,1
5425977,54259,1,2,2,2,2,3,2,1,1,4,3,1,4,4,3,1
5425988,54259,2,3,2,2,2,3,1,1,2,4,3,2,4,2,4,1
5425991,54259,2,3,1,2,2,2,2,2,2,2,3,2,4,3,3,1
5430502,54305,1,2,3,2,1,3,1,2,2,3,3,2,4,3,3,1
5430505,54305,1,2,2,2,1,3,1,1,1,4,4,1,4,3,3,1
5430510,54305,2,2,4,2,2,4,1,1,2,4,3,1,4,4,3,1
5430537,54305,2,3,2,2,1,3,1,1,2,3,4,2,4,4,3,1
5430540,54305,2,2,3,2,3,1,1,2,2,3,3,2,4,3,3,1
5430549,54305,2,2,3,1,2,4,2,1,2,3,4,1,4,4,4,1
5430552,54305,2,2,3,1,1,3,1,1,2,3,3,1,4,4,3,1
5430557,54305,2,2,3,2,1,3,1,1,1,3,3,2,8,3,3,1
5430563,54305,2,3,2,3,2,3,2,2,2,3,3,2,3,2,2,1
5430574,54305,1,2,2,1,2,4,1,1,3,3,3,2,4,4,2,1
5433033,54330,2,3,2,2,1,2,2,2,2,3,2,2,4,3,2,1
5435401,54354,2,2,2,2,2,3,3,2,2,3,3,2,4,3,3,1
5435407,54354,2,2,2,3,2,3,3,1,2,4,4,2,4,3,3,1
5435412,54354,2,4,3,2,2,2,1,1,2,3,2,2,4,3,2,1
5435413,54354,3,4,1,4,2,1,4,3,2,1,2,3,4,3,2,1
5435415,54354,2,2,1,3,1,2,2,2,1,2,3,4,3,2,1,1
5435418,54354,2,2,1,3,2,2,2,2,3,3,3,3,3,4,2,1
5435427,54354,2,2,3,2,2,2,2,1,1,3,3,1,4,3,3,1
5435454,54354,2,3,2,2,1,3,2,2,2,3,3,2,3,3,3,1
5435459,54354,2,2,1,2,1,3,1,1,2,4,4,1,4,4,4,1
5435484,54354,2,2,1,2,1,2,1,1,2,3,3,2,4,1,3,1
5439417,54394,2,2,2,2,2,3,2,1,1,3,3,3,3,3,2,1
5439464,54394,2,3,1,3,4,3,2,2,3,3,1,3,3,3,2,1
5439479,54394,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,1
5439482,54394,2,1,2,2,2,3,1,2,3,3,2,2,4,4,2,1
5439487,54394,2,3,2,2,2,2,2,2,2,3,3,3,2,3,4,1
5439494,54394,2,2,1,4,2,4,1,2,2,4,3,2,4,4,4,1
5439495,54394,2,3,3,2,2,2,1,1,3,3,2,2,4,4,2,1
5442357,54423,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2,1
5442362,54423,2,2,3,2,1,2,3,2,2,3,3,2,4,2,2,1
5442371,54423,2,2,3,2,3,3,2,3,3,3,3,2,4,4,2,1
5446007,54460,2,2,2,2,2,3,2,2,2,3,3,2,4,3,3,1
5446008,54460,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5446015,54460,2,2,1,3,1,2,2,2,3,3,3,2,3,3,3,1
5446024,54460,1,2,1,2,2,4,2,2,1,3,4,2,4,4,4,1
5446025,54460,2,2,2,2,3,2,2,3,3,3,3,2,3,2,3,1
5446046,54460,2,2,1,1,1,3,1,1,2,2,2,2,4,4,4,1
5446050,54460,2,2,1,2,2,3,2,1,1,3,3,2,4,4,3,1
5446053,54460,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,1
5446062,54460,1,2,2,2,2,3,1,1,2,4,3,2,4,4,3,1
5446068,54460,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5446073,54460,2,2,1,2,2,3,1,2,1,3,3,2,3,3,3,1
5446084,54460,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5446086,54460,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,1
5446093,54460,1,1,2,1,1,4,1,2,2,3,3,2,4,3,4,1
5453826,54538,2,2,2,3,2,2,2,1,2,3,4,1,4,4,2,1
5453832,54538,1,2,2,2,1,1,1,2,2,3,2,3,4,1,2,1
5453842,54538,2,2,1,2,2,1,3,3,3,3,2,3,4,2,1,1
5453853,54538,2,2,2,2,2,3,1,2,2,3,3,2,4,3,3,1
5453873,54538,2,2,2,2,2,2,2,1,2,3,3,2,4,3,1,1
5453885,54538,2,2,2,2,2,1,2,2,3,2,2,2,4,2,2,1
5453891,54538,2,3,1,4,3,1,2,2,2,3,3,3,4,3,2,1
5453899,54538,2,4,2,2,2,3,1,1,2,4,3,1,4,3,3,1
5473015,54730,2,1,1,2,2,3,1,2,2,3,3,2,4,3,2,1
5473016,54730,2,2,3,2,1,2,1,1,3,4,4,3,4,2,2,1
5473023,54730,2,1,1,2,1,1,1,1,2,2,2,2,4,3,2,1
5473044,54730,2,1,2,2,2,2,2,2,2,4,3,2,4,3,2,1
5473048,54730,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5473059,54730,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,1
5473065,54730,2,2,3,2,2,1,2,2,3,4,4,2,4,3,2,1
5473075,54730,2,2,2,2,1,1,1,2,1,3,3,2,4,2,2,1
5473078,54730,2,1,2,2,2,3,1,1,2,3,3,2,4,2,3,1
5473082,54730,2,2,2,3,1,3,2,2,3,3,3,3,3,3,3,1
5473088,54730,2,2,2,3,2,3,2,2,3,3,2,3,3,3,2,1
5473092,54730,2,3,1,3,2,1,2,2,1,3,2,2,4,3,1,1
5475204,54752,2,3,2,1,3,3,1,2,2,3,3,2,4,2,3,1
5475209,54752,2,3,3,2,3,3,2,2,2,3,3,3,3,3,2,1
5475213,54752,1,2,1,1,2,2,2,1,1,4,4,1,4,4,3,1
5475215,54752,2,2,3,2,2,2,2,2,2,3,3,2,4,3,2,1
5475226,54752,2,2,1,3,3,3,2,2,2,4,3,2,4,3,3,1
5475234,54752,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5475241,54752,2,2,1,2,4,2,2,1,2,3,2,2,4,3,3,1
5475247,54752,3,4,1,2,2,2,1,3,4,3,3,1,4,4,2,1
5475259,54752,2,2,1,1,2,4,1,1,1,3,3,1,4,4,3,1
5475261,54752,2,2,2,1,2,3,2,2,2,3,3,2,3,2,2,1
5475267,54752,2,2,3,2,1,2,2,2,2,3,3,2,4,3,2,1
5475268,54752,1,2,3,2,1,2,2,2,2,3,2,8,4,3,2,1
5475277,54752,2,3,1,2,3,3,2,1,2,3,3,2,4,3,4,1
5475278,54752,1,2,3,2,2,3,1,2,2,3,4,1,4,3,3,1
5475282,54752,2,3,2,3,3,2,2,2,2,3,3,2,2,3,2,1
5475283,54752,2,4,1,1,2,2,2,1,2,3,2,2,3,2,3,1
5475286,54752,2,3,1,2,3,3,2,2,3,3,3,2,4,3,3,1
5475298,54752,2,1,8,2,1,3,2,2,3,4,4,2,4,4,4,1
5488804,54888,2,1,3,2,2,3,1,1,1,4,4,2,4,4,4,1
5488808,54888,1,1,1,1,2,3,2,1,1,3,3,1,4,1,3,1
5488819,54888,2,3,2,2,1,3,2,2,2,2,3,2,4,3,3,1
5488823,54888,1,1,1,1,1,1,4,4,4,1,1,4,4,1,1,1
5488828,54888,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,1
5488836,54888,2,2,2,1,1,3,1,2,2,4,4,2,4,4,3,1
5488849,54888,2,2,2,2,2,3,2,2,2,3,3,2,4,2,3,1
5488853,54888,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,1
5488870,54888,2,2,2,3,1,3,1,1,1,3,3,1,4,4,4,1
5488876,54888,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
5488877,54888,2,1,1,1,1,2,1,1,1,4,3,1,4,3,3,1
5488895,54888,1,2,2,2,2,3,2,1,1,4,4,2,4,3,3,1
5488897,54888,2,2,2,2,2,2,3,2,3,3,3,2,4,3,1,1
5496422,54964,2,2,2,2,1,3,1,1,1,3,4,1,4,4,4,1
5496444,54964,1,3,2,2,1,4,1,1,1,3,3,2,4,4,4,1
5496458,54964,2,2,3,2,3,3,1,1,1,3,3,2,4,4,3,1
5496479,54964,2,2,2,2,1,3,2,1,2,4,4,1,4,4,3,1
5496480,54964,2,3,3,2,4,3,1,8,3,3,3,4,1,3,3,1
5496497,54964,2,2,2,2,3,3,1,1,2,3,3,2,3,3,2,1
6217702,62177,2,3,3,2,1,3,2,1,2,4,3,2,4,3,2,1
6217776,62177,2,3,2,2,2,2,2,3,2,4,2,3,4,3,3,1
6217789,62177,2,3,2,2,3,3,2,3,3,2,3,3,3,3,2,1
6217790,62177,2,2,2,3,2,3,2,2,2,3,3,2,4,4,4,1
6234305,62343,2,1,3,2,2,3,2,2,2,3,3,2,3,3,3,1
6234316,62343,1,3,2,2,2,3,1,2,2,4,3,2,4,3,3,1
6234322,62343,2,3,3,3,2,2,3,1,3,3,3,2,3,2,3,1
